class_id,reference_support,reference_recall,reference_f1,final_support,final_recall,final_f1,delta_final_recall_from_ref,delta_final_f1_from_ref,min_recall,first_collapse_period,first_collapse_recall,collapse_pattern,num_supported_periods,num_collapsed_periods,recall_slope_per_period,final_top_confusion_target,final_top_confusion_rate,first_collapse_top_confusion_target,first_collapse_top_confusion_rate
123,3393,0.7008547008547008,0.7961165048543689,1458,0.32647462277091904,0.4490566037735849,-0.37438007808378176,-0.347059901080784,0.26070210190381865,,,not_collapsed,9,0,-0.06476785925215178,105,0.23593964334705075,,
105,4895,0.6741573033707865,0.7457627118644068,3159,0.34156378600823045,0.3440140283755779,-0.33259351736255605,-0.4017486834888289,0.3414885397888231,,,not_collapsed,9,0,-0.05082005893470451,110,0.06616017727128838,,
159,3182,0.46857322438717786,0.5527340129749768,1740,0.3488505747126437,0.4109681787406906,-0.11972264967453417,-0.14176583423428624,0.30106382978723406,,,not_collapsed,9,0,-0.02564152173915534,46,0.17988505747126438,,
6,2729,0.9802125320630267,0.9762773722627737,1684,0.3503562945368171,0.44360902255639095,-0.6298562375262096,-0.5326683497063827,0.311754068716094,,,not_collapsed,9,0,-0.06346337367165025,5,0.5593824228028503,,
143,4384,0.6633211678832117,0.6976130502578866,3052,0.35091743119266056,0.4037700282752121,-0.31240373669055116,-0.2938430219826745,0.35091743119266056,,,not_collapsed,9,0,-0.04201162319860071,153,0.08977719528178243,,
75,28060,0.9165716322166786,0.8167484399561759,6807,0.36991332451887765,0.4022364217252396,-0.5466583076978009,-0.41451201823093625,0.36991332451887765,,,not_collapsed,9,0,-0.08833990845334055,71,0.46657852210959305,,
103,1787,0.9244543928371572,0.9064471879286694,1446,0.38589211618257263,0.43172147001934236,-0.5385622766545846,-0.47472571790932705,0.38589211618257263,,,not_collapsed,9,0,-0.08261770121065219,102,0.4972337482710927,,
24,10253,0.9584511850190188,0.9523671076222319,4154,0.43187289359653347,0.5630001569119724,-0.5265782914224854,-0.3893669507102595,0.43187289359653347,,,not_collapsed,9,0,-0.059269113145189636,153,0.1692344727973038,,
34,588,0.9302721088435374,0.929481733220051,1240,0.4806451612903226,0.5924453280318092,-0.4496269475532148,-0.33703640518824185,0.4690844233055886,,,not_collapsed,9,0,-0.06251434029393484,125,0.16451612903225807,,
74,9210,0.6574375678610206,0.7374703124048475,2294,0.486922406277245,0.5352180162913273,-0.1705151615837756,-0.20225229611352025,0.43953823953823956,,,not_collapsed,9,0,-0.031175209491284602,175,0.2244986922406277,,
40,2334,0.9207369323050557,0.9485764731847275,737,0.4871099050203528,0.6259808195292066,-0.4336270272847029,-0.3225956536555209,0.40413793103448276,,,not_collapsed,9,0,-0.06842230873165045,71,0.4355495251017639,,
