period,class_id,support,precision,recall,f1,delta_recall_from_ref,delta_f1_from_ref,is_collapsed,top_confusion_target,top_confusion_count,top_confusion_rate
M-2022-7,46,4182,0.6371343789741416,0.7187948350071736,0.6755056179775281,-0.09392204598894804,-0.10621528714199291,0,67,246,0.058823529411764705
M-2022-8,46,4667,0.54393437450702,0.7388043711163488,0.6265673269125931,-0.07391250987977283,-0.15515357820692788,0,67,278,0.05956717377330191
M-2022-9,46,10981,0.6992431409649953,0.673071669246881,0.6859078465036426,-0.1396452117492406,-0.09581305861587841,0,67,800,0.0728531099171296
M-2022-10,46,11714,0.6789306751246036,0.6395765750384156,0.6586663150028572,-0.17314030595770602,-0.12305459011666375,0,67,989,0.08442888850947584
M-2022-11,46,12142,0.6988516306844281,0.6265030472739253,0.6607026534068702,-0.18621383372219635,-0.12101825171265079,0,67,974,0.08021742711250206
M-2022-12,46,7420,0.6482739498128379,0.630188679245283,0.6391033964327205,-0.18252820175083861,-0.14261750868680045,0,67,579,0.07803234501347708
M-2022-4,47,3839,0.9935965848452508,0.9700442823651992,0.9816791880848821,0.0,0.0,0,48,65,0.016931492576191715
M-2022-5,47,3766,0.9900751072961373,0.9800849707912905,0.9850547104350147,0.010040688426091293,0.0033755223501326093,0,48,15,0.003983005841741901
M-2022-6,47,3041,0.9917573359709858,0.9891483064781322,0.9904511030622325,0.019104024112932994,0.008771914977350415,0,48,13,0.004274909569220651
M-2022-7,47,384,0.9654255319148937,0.9453125,0.9552631578947368,-0.02473178236519924,-0.026416030190145268,0,6,5,0.013020833333333334
M-2022-8,47,10,0.07142857142857142,0.1,0.08333333333333333,-0.8700442823651993,-0.8983458547515487,0,14,3,0.3
M-2022-9,47,9,0.0,0.0,0.0,-0.9700442823651992,-0.9816791880848821,0,14,4,0.4444444444444444
M-2022-10,47,34,0.0,0.0,0.0,-0.9700442823651992,-0.9816791880848821,0,6,10,0.29411764705882354
M-2022-11,47,83,0.0,0.0,0.0,-0.9700442823651992,-0.9816791880848821,1,6,29,0.3493975903614458
M-2022-12,47,618,0.0,0.0,0.0,-0.9700442823651992,-0.9816791880848821,1,5,279,0.45145631067961167
M-2022-4,48,5001,0.984362628661916,0.9944011197760448,0.9893564110215856,0.0,0.0,0,47,7,0.0013997200559888023
M-2022-5,48,5241,0.9931179506786465,0.9912230490364434,0.9921695951107716,-0.003178070739601413,0.0028131840891860715,0,47,12,0.0022896393817973667
M-2022-6,48,4200,0.9940631678936119,0.9966666666666667,0.9953632148377125,0.002265546890621861,0.006006803816126949,0,47,5,0.0011904761904761906
M-2022-7,48,4498,0.9537444933920705,0.09626500666963095,0.17487883683360259,-0.8981361131064138,-0.8144775741879829,1,6,2130,0.4735437972432192
M-2022-8,48,4626,0.0,0.0,0.0,-0.9944011197760448,-0.9893564110215856,1,6,2644,0.5715520968439256
M-2022-9,48,3003,0.0,0.0,0.0,-0.9944011197760448,-0.9893564110215856,1,6,1670,0.5561105561105562
M-2022-10,48,2986,0.0,0.0,0.0,-0.9944011197760448,-0.9893564110215856,1,6,1633,0.5468854655056933
M-2022-11,48,2978,0.08928571428571429,0.0016789791806581598,0.0032959789057350032,-0.9927221405953867,-0.9860604321158506,1,177,997,0.3347884486232371
M-2022-12,48,3361,0.1111111111111111,0.0008925914906277894,0.0017709563164108619,-0.993508528285417,-0.9875854547051747,1,14,1310,0.389764950907468
M-2022-4,49,40220,0.9390109338950747,0.9309796121332671,0.9349780263683579,0.0,0.0,0,75,536,0.013326703132769766
M-2022-5,49,46428,0.9323613148132172,0.9310760747824589,0.9317182515734115,9.646264919183078e-05,-0.003259774794946435,0,75,584,0.012578616352201259
M-2022-6,49,31293,0.9071139423227791,0.923752915987601,0.9153578214059531,-0.007226696145666067,-0.019620204962404797,0,75,518,0.016553222765474707
M-2022-7,49,13761,0.8393060486301829,0.9105442918392559,0.8734750784245382,-0.020435320294011183,-0.06150294794381972,0,75,255,0.018530630041421407
M-2022-8,49,13190,0.8027243811367722,0.8801364670204701,0.839649934905251,-0.05084314511279697,-0.09532809146310695,0,82,171,0.012964366944655041
M-2022-9,49,29267,0.8224109348039381,0.8305600164007244,0.8264653882768938,-0.10041959573254267,-0.10851263809146416,0,78,1056,0.036081593603717495
M-2022-10,49,42912,0.8615938127172157,0.8203532811334825,0.8404679479527277,-0.11062633099978458,-0.0945100784156302,0,78,2174,0.05066181953765846
M-2022-11,49,48158,0.8608703304439653,0.8125337430956435,0.8360039311199419,-0.11844586903762355,-0.09897409524841605,0,78,2708,0.05623157107853316
M-2022-12,49,31563,0.8820407880133185,0.8057218895542249,0.8421558075999669,-0.12525772257904222,-0.09282221876839103,0,78,1922,0.060894084846180654
M-2022-4,50,4546,0.8361119849009122,0.5846898372195336,0.6881553398058252,0.0,0.0,0,25,467,0.10272767267927849
M-2022-5,50,7426,0.8762265834076717,0.5290869916509561,0.6597816960537364,-0.05560284556857753,-0.02837364375208884,0,138,842,0.11338540263937517
M-2022-6,50,1548,0.45686619718309857,0.33527131782945735,0.3867362146050671,-0.24941851939007625,-0.30141912520075814,0,122,656,0.42377260981912146
M-2022-7,50,2568,0.09333333333333334,0.016355140186915886,0.027833001988071572,-0.5683346970326177,-0.6603223378177536,1,128,734,0.28582554517133957
M-2022-8,50,9033,0.39657631954350925,0.030776043396435294,0.057119375385247584,-0.5539137938230984,-0.6310359644205776,1,118,2819,0.31207793645521975
M-2022-9,50,7398,0.25793650793650796,0.026358475263584754,0.047829286239882265,-0.5583313619559489,-0.640326053565943,1,118,2106,0.2846715328467153
M-2022-10,50,3110,0.43672456575682383,0.11318327974276528,0.1797752808988764,-0.47150655747676834,-0.5083800589069488,0,118,474,0.15241157556270096
M-2022-11,50,1438,0.16859344894026976,0.12169680111265646,0.14135702746365106,-0.46299303610687714,-0.5467983123421741,0,124,152,0.10570236439499305
M-2022-12,50,1528,0.3262295081967213,0.13023560209424084,0.186155285313377,-0.45445423512529276,-0.5020000544924482,0,124,180,0.11780104712041885
M-2022-4,51,21842,0.9240107913669064,0.94084790770076,0.932353341499932,0.0,0.0,0,156,158,0.007233769801300248
M-2022-5,51,22943,0.9280196780736202,0.9373229307414026,0.9326481047792523,-0.0035249769593573843,0.0002947632793203203,0,156,164,0.007148149762454779
M-2022-6,51,19779,0.9175818787997646,0.9462055715658021,0.9316739265712508,0.005357663865042106,-0.0006794149286811768,0,77,160,0.008089387734465847
M-2022-7,51,15397,0.8475455174003227,0.9553809183607196,0.8982383293133454,0.0145330106599596,-0.034115012186586635,0,156,50,0.0032473858543872183
M-2022-8,51,15789,0.9054517040331791,0.954081955792007,0.9291309443039536,0.013234048091247064,-0.003222397195978388,0,156,65,0.004116790170371778
M-2022-9,51,15775,0.8446860313685521,0.9456735340729001,0.8923316186146668,0.004825626372140124,-0.040021722885265176,0,156,72,0.00456418383518225
M-2022-10,51,16876,0.8225907058945836,0.9377222090542783,0.8763914271473666,-0.0031256986464817116,-0.05596191435256537,0,49,109,0.006458876511021569
M-2022-11,51,16638,0.7861857252494244,0.9235485034258926,0.8493491418622005,-0.017299404274867425,-0.08300419963773153,0,155,126,0.007573025604038947
M-2022-12,51,11645,0.7978715596330275,0.9335337054529841,0.8603878116343491,-0.007314202247775903,-0.07196552986558291,0,156,59,0.00506655216831258
M-2022-4,52,2301,0.9203581526861452,0.848761408083442,0.8831110106262717,0.0,0.0,0,153,56,0.024337244676227728
M-2022-5,52,2346,0.9124487004103967,0.8529411764705882,0.8816920026437541,0.004179768387146177,-0.001419007982517595,0,153,54,0.023017902813299233
M-2022-6,52,1768,0.8751465416178195,0.8444570135746606,0.8595279217040875,-0.004304394508781395,-0.023583088922184192,0,153,33,0.018665158371040724
M-2022-7,52,1010,0.818069306930693,0.6544554455445545,0.7271727172717272,-0.19430596253888754,-0.15593829335454457,0,156,40,0.039603960396039604
M-2022-8,52,1110,0.734475374732334,0.618018018018018,0.6712328767123288,-0.230743390065424,-0.21187813391394295,0,133,47,0.04234234234234234
M-2022-9,52,1722,0.6793378295524218,0.6434378629500581,0.660900685952878,-0.2053235451333839,-0.22221032467339374,0,133,79,0.04587688734030197
M-2022-10,52,2218,0.6196111580726965,0.6609558160504959,0.6396160558464223,-0.1878055920329461,-0.2434949547798494,0,139,89,0.04012623985572588
M-2022-11,52,2464,0.7573320719016083,0.6497564935064936,0.6994320664045435,-0.19900491457694847,-0.18367894422172826,0,139,117,0.04748376623376623
M-2022-12,52,1274,0.6656225528582616,0.6671899529042387,0.6664053312426499,-0.18157145517920337,-0.21670567938362184,0,139,78,0.061224489795918366
M-2022-4,53,9775,0.9409687184661958,0.9539641943734015,0.9474218948437897,0.0,0.0,0,117,80,0.008184143222506393
M-2022-5,53,10324,0.9264381062133871,0.9344246416117784,0.9304142354246033,-0.019539552761623113,-0.01700765941918636,0,117,131,0.012688880278961643
M-2022-6,53,8195,0.9326747164288328,0.9331299572910311,0.932902281322435,-0.02083423708237042,-0.014519613521354668,0,117,143,0.0174496644295302
M-2022-7,53,4517,0.859187059311489,0.9172016825326544,0.8872470285897848,-0.03676251184074708,-0.06017486625400492,0,117,110,0.02435244631392517
M-2022-8,53,5275,0.8640676211833707,0.9495734597156398,0.9048049132947977,-0.004390734657761741,-0.04261698154899196,0,71,16,0.003033175355450237
M-2022-9,53,7117,0.8900594273365748,0.9259519460446818,0.9076509882239515,-0.028012248328719735,-0.039770906619838176,0,14,45,0.006322888857664746
M-2022-10,53,11906,0.9234292628122029,0.8974466655467831,0.9102525876389658,-0.056517528826618424,-0.03716930720482392,0,176,114,0.009575004199563246
M-2022-11,53,8909,0.8568836196467458,0.7950387248849478,0.8248034934497817,-0.15892546948845376,-0.12261840139400804,0,14,275,0.0308676619149175
M-2022-12,53,5505,0.82808181315644,0.8163487738419618,0.8221734357848518,-0.1376154205314397,-0.1252484590589379,0,14,313,0.056857402361489555
M-2022-4,54,6663,0.8391951837769328,0.794987242983641,0.8164932562620424,0.0,0.0,0,29,503,0.0754915203361849
M-2022-5,54,7963,0.7534791252485089,0.47595127464523423,0.5833910567228507,-0.31903596833840675,-0.23310219953919165,0,149,2306,0.2895893507472058
M-2022-6,54,6852,0.7628322639780019,0.48584354932866314,0.5936162624821684,-0.30914369365497785,-0.22287699377987402,0,149,1796,0.2621132516053707
M-2022-7,54,3357,0.38280922431865827,0.2719690199582961,0.31800766283524906,-0.5230182230253448,-0.4984855934267933,0,149,2001,0.5960679177837355
M-2022-8,54,3681,0.36260025327142253,0.23336049986416735,0.28396694214876034,-0.5616267431194737,-0.5325263141132821,0,149,2200,0.5976636783482749
M-2022-9,54,4884,0.7131198995605775,0.2325962325962326,0.35077968195152076,-0.5623910103874084,-0.4657135743105216,0,149,2947,0.6033988533988534
M-2022-10,54,6595,0.742696053305997,0.21971190295678544,0.3391060145097122,-0.5752753400268555,-0.4773872417523302,0,149,4183,0.6342683851402577
M-2022-11,54,8068,0.7580865603644646,0.20624690133862172,0.32427165546136605,-0.5887403416450192,-0.49222160080067634,0,149,5324,0.6598909271194844
M-2022-12,54,5063,0.7419580419580419,0.20955954967410625,0.3268134914523333,-0.5854276933095347,-0.4896797648097091,0,149,3208,0.6336164329448943
M-2022-4,55,8193,0.9863245794505627,0.9947516172342243,0.9905201750121536,0.0,0.0,0,165,7,0.0008543878921030148
M-2022-5,55,10913,0.9883403169976316,0.9942270686337396,0.9912749531771048,-0.0005245486004847866,0.0007547781649511753,0,153,17,0.0015577751305782094
M-2022-6,55,8613,0.9830060856585142,0.9939626146522699,0.9884539891467498,-0.0007890025819544677,-0.002066185865403858,0,153,13,0.0015093463369325439
M-2022-7,55,5627,0.9821397303449484,0.9968011373733784,0.9894161227729759,0.0020495201391540485,-0.0011040522391777552,0,165,6,0.0010662875422072153
M-2022-8,55,4870,0.990080738177624,0.8813141683778234,0.9325366648560565,-0.11343744885640095,-0.05798351015609715,0,51,526,0.1080082135523614
M-2022-9,55,4695,0.9874332390826265,0.6694355697550586,0.797918253363798,-0.32531604747916576,-0.19260192164835566,0,51,1407,0.29968051118210864
M-2022-10,55,5643,0.9834661942722173,0.5902888534467482,0.7377630121816169,-0.40446276378747614,-0.25275716283053673,0,51,2104,0.37285132021974127
M-2022-11,55,5499,0.9494418910045962,0.5259138025095472,0.6768870684610884,-0.4688378147246771,-0.31363310655106524,0,51,2417,0.43953446081105657
M-2022-12,55,4063,0.9752616555661275,0.5045532857494462,0.6650446066504461,-0.4901983314847781,-0.32547556836170755,0,51,1890,0.465173517105587
M-2022-4,56,10094,0.9687625957275292,0.9524469982167625,0.9605355180337696,0.0,0.0,0,87,222,0.021993263324747374
M-2022-5,56,9591,0.212636695018226,0.018246272547179646,0.03360860380257346,-0.9342007256695828,-0.9269269142311961,1,96,3477,0.36252736940882074
M-2022-6,56,7619,0.05176470588235294,0.002887518046987794,0.005469915464942815,-0.9495594801697747,-0.9550656025688268,1,96,3869,0.5078094238088988
M-2022-7,56,8114,0.005928853754940711,0.0003697313285679073,0.0006960556844547563,-0.9520772668881946,-0.9598394623493148,1,96,4029,0.49654917426669953
M-2022-8,56,10210,0.004347826086956522,0.0002938295788442703,0.0005504587155963303,-0.9521531686379182,-0.9599850593181732,1,96,4214,0.4127326150832517
M-2022-9,56,10537,0.023076923076923078,0.0005694220366328176,0.0011114198388441233,-0.9518775761801297,-0.9594240981949255,1,165,3978,0.37752681028755813
M-2022-10,56,10706,0.12987012987012986,0.0009340556697179152,0.001854771399425021,-0.9515129425470445,-0.9586807466343445,1,96,4072,0.38034746870913505
M-2022-11,56,15132,0.023809523809523808,0.00046259582342056567,0.0009075586671852716,-0.9519844023933419,-0.9596279593665843,1,165,7515,0.49662965900079303
M-2022-12,56,12137,0.008818342151675485,0.00041196341764851283,0.0007871536523929471,-0.952035034799114,-0.9597483643813767,1,96,3063,0.25236878965147896
M-2022-4,57,3065,0.9896204995134609,0.9954323001631321,0.9925178919973975,0.0,0.0,0,14,2,0.0006525285481239804
M-2022-5,57,3525,0.9874928936895964,0.985531914893617,0.9865114297884424,-0.009900385269515088,-0.006006462208955066,0,53,9,0.002553191489361702
M-2022-6,57,3297,0.9909145972138098,0.9924173491052471,0.9916654038490681,-0.0030149510578849625,-0.0008524881483293889,0,133,7,0.0021231422505307855
M-2022-7,57,2449,0.9967064635652532,0.9885667619436505,0.992619926199262,-0.006865538219481659,0.00010203420186449819,0,133,14,0.0057166190281747655
M-2022-8,57,1913,0.9936742224565103,0.985363303711448,0.989501312335958,-0.010068996451684131,-0.0030165796614395335,0,133,18,0.009409304756926294
M-2022-9,57,1758,0.9936781609195402,0.9835039817974972,0.9885648942252716,-0.011928318365634905,-0.003952997772125877,0,133,14,0.007963594994311717
M-2022-10,57,2065,0.9912536443148688,0.9878934624697336,0.9895707009459132,-0.00753883769339847,-0.0029471910514843325,0,133,14,0.006779661016949152
M-2022-11,57,2855,0.9636737491432488,0.984938704028021,0.974190195738784,-0.010493596135111138,-0.018327696258613524,0,133,25,0.008756567425569177
M-2022-12,57,2331,0.975473321858864,0.9725439725439725,0.9740064446831365,-0.0228883276191596,-0.01851144731426102,0,133,29,0.012441012441012441
M-2022-4,58,2286,0.9921156373193167,0.9908136482939632,0.9914642153644123,0.0,0.0,0,96,6,0.0026246719160104987
M-2022-5,58,2323,0.9914310197086547,0.9961256995264743,0.9937728151170281,0.005312051232511106,0.0023085997526157698,0,59,5,0.002152389151958674
M-2022-6,58,2249,0.9973345179920036,0.9982214317474433,0.9977777777777778,0.007407783453480032,0.006313562413365448,0,150,3,0.0013339261894175188
M-2022-7,58,1749,0.9994275901545506,0.9982847341337907,0.9988558352402745,0.007471085839827474,0.007391619875862232,0,96,2,0.0011435105774728416
M-2022-8,58,1356,0.9977924944812362,1.0,0.9988950276243094,0.009186351706036766,0.007430812259897057,0,,,
M-2022-9,58,1789,0.9983212087297146,0.9972051425377306,0.9977628635346756,0.006391494243767393,0.006298648170263266,0,96,5,0.002794857462269424
M-2022-10,58,2316,0.996122361051271,0.998272884283247,0.997196463230537,0.0074592359892837745,0.005732247866124696,0,96,2,0.0008635578583765112
M-2022-11,58,204,0.970873786407767,0.9803921568627451,0.975609756097561,-0.010421491431218177,-0.015854459266851362,0,82,3,0.014705882352941176
M-2022-12,58,15,0.0,0.0,0.0,-0.9908136482939632,-0.9914642153644123,0,51,11,0.7333333333333333
M-2022-4,59,13724,0.9954979430256927,0.9344943165257942,0.9640320216484384,0.0,0.0,0,172,166,0.012095598950743223
M-2022-5,59,9791,0.9790458752924422,0.9830456541721989,0.9810416879013353,0.048551337646404735,0.017009666252896904,0,28,95,0.009702788274946379
M-2022-6,59,9004,0.9777119016249451,0.9890048867170147,0.9833259717314488,0.05451057019122052,0.01929395008301038,0,97,60,0.006663705019991115
M-2022-7,59,5381,0.9697737556561086,0.9957257015424642,0.9825783972125436,0.061231385016670026,0.01854637556410521,0,172,6,0.0011150343802267236
M-2022-8,59,4909,0.9515752625437572,0.99674068038297,0.9736344642324147,0.06224636385717586,0.009602442583976356,0,71,4,0.0008148299042574863
M-2022-9,59,5340,0.9553956834532374,0.9947565543071161,0.9746788990825688,0.06026223778132189,0.010646877434130397,0,28,7,0.0013108614232209739
M-2022-10,59,8856,0.9804639804639804,0.9974028906955736,0.9888609012034705,0.06290857416977946,0.024828879555032102,0,118,4,0.00045167118337850043
M-2022-11,59,9194,0.9828160240575663,0.9953230367631064,0.9890299918940827,0.06082872023731223,0.02499797024564432,0,118,21,0.0022840983249945617
M-2022-12,59,6030,0.9828354513946196,0.9875621890547264,0.9851931507982463,0.05306787252893219,0.021161129149807945,0,118,23,0.0038142620232172473
M-2022-4,60,49622,0.9132309186957314,0.9092741122889041,0.9112482202183199,0.0,0.0,0,61,1043,0.021018902905969125
M-2022-5,60,44901,0.8931029888528668,0.8957484243112626,0.8944237504864625,-0.013525687977641532,-0.01682446973185736,0,61,1000,0.022271218903810605
M-2022-6,60,24221,0.8639410966866886,0.9204409396804426,0.8912965258065806,0.011166827391538514,-0.019951694411739274,0,61,572,0.02361587052557698
M-2022-7,60,21024,0.8796906461651107,0.91433599695586,0.8966787946636813,0.005061884666955896,-0.014569425554638582,0,61,886,0.04214231354642314
M-2022-8,60,21862,0.8833047531108473,0.9189003750800475,0.9007510368792736,0.009626262791143425,-0.010497183339046257,0,61,823,0.03764522916476077
M-2022-9,60,40442,0.8969647373902693,0.8943919687453638,0.8956765055467512,-0.014882143543540338,-0.015571714671568704,0,61,2347,0.05803372731318926
M-2022-10,60,59907,0.9054916326986912,0.8788288513863155,0.8919610334603981,-0.03044526090258859,-0.019287186757921737,0,61,4437,0.07406480044068306
M-2022-11,60,58993,0.9000418016511652,0.8759513840625159,0.8878332059068613,-0.033322728226388154,-0.023415014311458537,0,61,4584,0.0777041343888258
M-2022-12,60,24845,0.8661980317332798,0.8679412356610988,0.8670687575392039,-0.04133287662780527,-0.04417946267911599,0,61,1740,0.07003421211511371
M-2022-4,61,19676,0.7113746958637469,0.8321305143321813,0.7670289515600113,0.0,0.0,0,86,1129,0.05737954868875788
M-2022-5,61,19248,0.7171542007027791,0.8164484621778886,0.7635868905031462,-0.015682052154292747,-0.0034420610568650645,0,60,1106,0.05746051537822111
M-2022-6,61,13653,0.5608160496220198,0.8476525305793599,0.675026976581411,0.015522016247178527,-0.0920019749786003,0,86,717,0.05251593056471105
M-2022-7,61,12195,0.6032433633233366,0.8906929069290693,0.7193139300023178,0.058562392596888,-0.04771502155769347,0,86,524,0.042968429684296844
M-2022-8,61,12446,0.5810064762713664,0.8793990036959666,0.6997187060478199,0.04726848936378525,-0.06731024551219134,0,86,533,0.04282500401735497
M-2022-9,61,17276,0.5415919243079736,0.8912942810835842,0.6737698820749557,0.05916376675140289,-0.09325906948505558,0,86,782,0.04526510766381107
M-2022-10,61,22920,0.5406811113143932,0.9025741710296684,0.6762557002991124,0.07044365669748709,-0.09077325126089886,0,86,1144,0.04991273996509599
M-2022-11,61,24608,0.5257560410939083,0.8859314044213265,0.6598964797045737,0.053800890089145126,-0.10713247185543762,0,86,1371,0.05571358907672302
M-2022-12,61,10494,0.4725672877846791,0.870020964360587,0.6124639431139733,0.03789045002840563,-0.15456500844603793,0,86,559,0.05326853440060987
M-2022-4,62,15549,0.9463302752293578,0.9287413981606534,0.9374533415560388,0.0,0.0,0,86,200,0.012862563508907325
M-2022-5,62,15902,0.9384879070653209,0.9296943780656521,0.934070447006792,0.0009529799049987631,-0.0033828945492467843,0,86,238,0.014966670859011445
M-2022-6,62,11912,0.9274941995359629,0.9396406984553392,0.9335279399499583,0.010899300294685776,-0.003925401606080459,0,86,136,0.011417058428475487
M-2022-7,62,8933,0.9139762107051826,0.9633941564983768,0.9380347702872092,0.03465275833772341,0.000581428731170397,0,86,60,0.006716668532407925
M-2022-8,62,8482,0.9227569147740049,0.9675784013204433,0.9446362799263351,0.038837003159789885,0.007182938370296377,0,86,68,0.00801697712803584
M-2022-9,62,17050,0.927645788336933,0.9572434017595308,0.9422122156794828,0.028502003598877446,0.004758874123444001,0,86,196,0.011495601173020528
M-2022-10,62,24087,0.9378723404255319,0.960767218831735,0.9491817398794143,0.03202582067108162,0.011728398323375577,0,86,258,0.010711172001494582
M-2022-11,62,25853,0.9255267574118963,0.95996596139713,0.9424318371686793,0.0312245632364766,0.004978495612640521,0,86,280,0.010830464549568715
M-2022-12,62,11221,0.9035502958579882,0.9525888958203369,0.9274218038262982,0.023847497659683525,-0.010031537729740525,0,86,155,0.013813385616255235
M-2022-4,63,11152,0.8243564784771793,0.6834648493543759,0.7473281694283753,0.0,0.0,0,60,1184,0.10616929698708752
M-2022-5,63,12327,0.8143472303777647,0.6750223087531435,0.7381681082279885,-0.008442540601232396,-0.009160061200386815,0,60,1352,0.10967794272734648
M-2022-6,63,10717,0.7489413188142771,0.6931044135485677,0.7199418463775139,0.009639564194191763,-0.027386323050861416,0,61,1283,0.11971633852757302
M-2022-7,63,8561,0.8001575630252101,0.7118327298212825,0.7534153427706002,0.028367880466906636,0.006087173342224861,0,61,1108,0.12942413269477865
M-2022-8,63,8412,0.7844513429612633,0.6909177365668093,0.7347196763794956,0.007452887212433423,-0.012608493048879676,0,61,986,0.11721350451735615
M-2022-9,63,10110,0.7637906647807637,0.6409495548961425,0.6969990319457889,-0.04251529445823343,-0.050329137482586384,0,60,1335,0.13204747774480713
M-2022-10,63,12148,0.6602842809364549,0.6500658544616398,0.655135224821636,-0.03339899489273612,-0.09219294460673932,0,60,1668,0.13730655251893314
M-2022-11,63,14361,0.6297334080537987,0.5477334447461876,0.5858781468791896,-0.13573140460818833,-0.16145002254918572,0,153,1686,0.11740129517443075
M-2022-12,63,5492,0.5489694599067249,0.66442097596504,0.6012027349864074,-0.019043873389335886,-0.1461254344419679,0,60,668,0.12163146394756008
M-2022-4,64,2437,0.8236046016190882,0.7931883463274518,0.8081103678929766,0.0,0.0,0,168,126,0.051702913418137056
M-2022-5,64,1122,0.6408045977011494,0.7950089126559715,0.7096260938743039,0.0018205663285196794,-0.09848427401867277,0,168,52,0.04634581105169341
M-2022-6,64,2776,0.865474060822898,0.8713976945244957,0.8684257763417699,0.07820934819704384,0.06031540844879324,0,168,112,0.040345821325648415
M-2022-7,64,16,0.0035842293906810036,0.0625,0.006779661016949152,-0.7306883463274518,-0.8013307068760275,0,122,6,0.375
M-2022-8,64,3965,0.9178416485900217,0.8537200504413619,0.8846204102966158,0.06053170411391007,0.07651004240363912,0,168,210,0.05296343001261034
M-2022-9,64,3493,0.8764845605700713,0.8451188090466648,0.8605159597726278,0.05193046271921298,0.052405591879651214,0,168,216,0.061837961637560834
M-2022-10,64,4110,0.8770429972340961,0.848661800486618,0.8626190181773217,0.05547345415916616,0.05450865028434504,0,168,254,0.061800486618004864
M-2022-11,64,2134,0.753992231333621,0.8186504217432052,0.7849921365985172,0.025462075415753405,-0.023118231294459446,0,168,143,0.06701030927835051
M-2022-12,64,1215,0.7420520231213873,0.8452674897119341,0.7903039630627164,0.052079143384482274,-0.017806404830260192,0,168,73,0.060082304526748974
M-2022-4,65,3145,0.9563454942313688,0.9751987281399046,0.9656801007556675,0.0,0.0,0,107,29,0.009220985691573928
M-2022-5,65,3554,0.9375336564351104,0.979741136747327,0.9581728123280132,0.004542408607422388,-0.007507288427654246,0,155,22,0.0061902082160945416
M-2022-6,65,3266,0.9255092733353603,0.9320269442743417,0.9287566742944318,-0.04317178386556286,-0.0369234264612357,0,176,99,0.030312308634415187
M-2022-7,65,2044,0.9030585795749093,0.8522504892367906,0.876919204631261,-0.12294823890311402,-0.08876089612440641,0,176,147,0.07191780821917808
M-2022-8,65,2348,0.9209528965890633,0.7244463373083475,0.8109654350417164,-0.2507523908315571,-0.1547146657139511,0,176,482,0.20528109028960817
M-2022-9,65,2712,0.8965827338129496,0.7352507374631269,0.8079416531604539,-0.23994799067677774,-0.1577384475952136,0,176,498,0.1836283185840708
M-2022-10,65,3253,0.9042991755005889,0.9440516446357209,0.9237479320198526,-0.031147083504183715,-0.041932168735814845,0,176,85,0.026129726406394098
M-2022-11,65,3979,0.7542288557213931,0.9525006282985675,0.8418480675255442,-0.022698099841337083,-0.12383203323012326,0,107,72,0.018094998743402865
M-2022-12,65,2112,0.9056859205776173,0.9502840909090909,0.927449168207024,-0.024914637230813663,-0.038230932548643404,0,107,29,0.013731060606060606
M-2022-4,66,5149,0.8769202295021284,0.9201786754709652,0.8980288097043214,0.0,0.0,0,133,52,0.010099048358904641
M-2022-5,66,6479,0.88594905505341,0.8320728507485723,0.8581661891117478,-0.08810582472239292,-0.03986262059257362,0,115,229,0.035344960642074395
M-2022-6,66,5429,0.9151689432063264,0.7034444649106649,0.795459279316809,-0.2167342105603003,-0.10256953038751238,0,143,186,0.03426045312212194
M-2022-7,66,2587,0.8981018981018981,0.6950135291843834,0.7836129875789932,-0.2251651462865818,-0.11441582212532819,0,133,112,0.04329339002705837
M-2022-8,66,2980,0.8789473684210526,0.6164429530201342,0.72465483234714,-0.303735722450831,-0.1733739773571814,0,86,151,0.05067114093959731
M-2022-9,66,3483,0.8693898134140191,0.49497559575078953,0.6308086351994145,-0.4252030797201757,-0.26722017450490687,0,86,220,0.06316393913293138
M-2022-10,66,4226,0.8160112359550562,0.5499290108849977,0.6570540005654509,-0.37024966458596753,-0.24097480913887048,0,142,281,0.0664931377188831
M-2022-11,66,3279,0.01867572156196944,0.003354681305275999,0.005687693898655636,-0.9168239941656892,-0.8923411158056658,1,142,1159,0.35346142116498935
M-2022-12,66,1955,0.00437636761487965,0.0010230179028132991,0.001658374792703151,-0.9191556575681519,-0.8963704349116183,1,71,271,0.13861892583120206
M-2022-4,67,854,0.5711743772241993,0.3758782201405152,0.4533898305084746,0.0,0.0,0,46,145,0.16978922716627634
M-2022-5,67,1581,0.6749435665914221,0.3782416192283365,0.4847993514389947,0.002363399087821294,0.03140952093052013,0,13,258,0.16318785578747627
M-2022-6,67,2236,0.7467018469656992,0.379695885509839,0.503409427809072,0.0038176653693238194,0.05001959730059746,0,13,394,0.17620751341681573
M-2022-7,67,1175,0.3799043062200957,0.33787234042553194,0.35765765765765767,-0.03800587971498326,-0.09573217285081692,0,13,265,0.225531914893617
M-2022-8,67,1258,0.3241232731137088,0.2424483306836248,0.2773988176443838,-0.13342988945689038,-0.1759910128640908,0,13,333,0.2647058823529412
M-2022-9,67,2757,0.33264248704663213,0.23286180631120784,0.2739492212502667,-0.14301641382930735,-0.17944060925820787,0,13,679,0.2462821907870874
M-2022-10,67,4304,0.32904884318766064,0.17843866171003717,0.23139499849352216,-0.19743955843047803,-0.22199483201495243,0,46,988,0.2295539033457249
M-2022-11,67,2508,0.20458265139116202,0.14952153110047847,0.17277125086385625,-0.22635668904003672,-0.28061857964461834,0,13,523,0.20853269537480063
