period,class_id,support,precision,recall,f1,delta_recall_from_ref,delta_f1_from_ref,is_collapsed,top_confusion_target,top_confusion_count,top_confusion_rate
M-2022-9,133,48332,0.7609903991915109,0.9659438881072582,0.8513051485672085,0.0022033595543105022,-0.07152130385629929,0,131,252,0.005213936936191343
M-2022-10,133,46808,0.7569192737476824,0.9681251068193472,0.8495926957076033,0.004384578266399486,-0.07323375671590449,0,153,240,0.00512732866176722
M-2022-11,133,51526,0.7354791190984754,0.968986531071692,0.8362378675331419,0.005246002518744297,-0.08658858489036592,0,153,291,0.005647634204091138
M-2022-12,133,34000,0.7200518259876584,0.9643823529411765,0.8244967750858091,0.0006418243882287955,-0.0983296773376987,0,153,185,0.005441176470588235
M-2022-4,134,10738,0.8757562846186622,0.9570683553734401,0.9146086414808882,0.0,0.0,0,93,104,0.009685230024213076
M-2022-5,134,12693,0.8934790528233151,0.9661230599543055,0.9283821636762813,0.009054704580865325,0.013773522195393184,0,93,79,0.00622390293862759
M-2022-6,134,9015,0.9109990739788044,0.982140876317249,0.9452332657200812,0.02507252094380885,0.030624624239192988,0,93,39,0.004326123128119801
M-2022-7,134,6337,0.9233254994124559,0.9919520277733943,0.9564092810954735,0.03488367239995416,0.041800639614585355,0,93,11,0.001735837146914944
M-2022-8,134,7338,0.9318650180319423,0.9859634777868629,0.9581512382465899,0.028895122413422736,0.04354259676570171,0,93,38,0.005178522758244753
M-2022-9,134,8132,0.9289434093276241,0.9870880472208559,0.957133488344363,0.030019691847415708,0.0425248468634748,0,93,37,0.00454992621741269
M-2022-10,134,8353,0.9207689743304812,0.991978929725847,0.9550484094052559,0.034910574352406853,0.040439767924367764,0,93,20,0.0023943493355680595
M-2022-11,134,8608,0.8785500361458226,0.9882667286245354,0.9301842436170794,0.0311983732510952,0.015575602136191247,0,93,40,0.004646840148698885
M-2022-12,134,5543,0.9103757898237446,0.9877322749413675,0.9474777191312624,0.030663919567927356,0.03286907765037428,0,93,30,0.0054122316435143425
M-2022-4,135,3069,0.7453590192644484,0.693385467579016,0.7184334908845375,0.0,0.0,0,136,441,0.1436950146627566
M-2022-5,135,3366,0.713066509711595,0.719845513963161,0.7164399763453578,0.02646004638414501,-0.0019935145391796194,0,136,451,0.13398692810457516
M-2022-6,135,3059,0.7253136056609842,0.7371690094802223,0.7311932555123216,0.04378354190120637,0.012759764627784165,0,136,335,0.10951291271657404
M-2022-7,135,1882,0.6320201173512154,0.8012752391073327,0.7066541705716963,0.10788977152831669,-0.011779320312841124,0,136,70,0.03719447396386823
M-2022-8,135,1863,0.5655226209048362,0.7783145464304885,0.6550711542805512,0.0849290788514725,-0.06336233660398627,0,136,72,0.03864734299516908
M-2022-9,135,3040,0.4732116999710397,0.5375,0.5033112582781457,-0.155885467579016,-0.21512223260639174,0,156,400,0.13157894736842105
M-2022-10,135,2978,0.4332175560467319,0.46071188717259903,0.4465419039869813,-0.23267358040641695,-0.27189158689755616,0,26,475,0.15950302216252518
M-2022-11,135,2755,0.42604166666666665,0.4453720508166969,0.4354924578527063,-0.24801341676231908,-0.28294103303183116,0,26,446,0.1618874773139746
M-2022-12,135,1872,0.4245833333333333,0.5443376068376068,0.477059925093633,-0.1490478607414092,-0.24137356579090447,0,156,214,0.11431623931623931
M-2022-4,136,22342,0.853764960106383,0.919568525646764,0.8854458475197173,0.0,0.0,0,93,589,0.02636290394772178
M-2022-5,136,23775,0.8206501524957227,0.9280336487907466,0.8710447879039103,0.008465123143982622,-0.014401059615807066,0,93,688,0.02893796004206099
M-2022-6,136,21531,0.8496832078921631,0.9280572198225814,0.887142603445214,0.008488694175817435,0.0016967559254966735,0,93,575,0.026705680182063072
M-2022-7,136,14759,0.865318981359937,0.8932854529439664,0.8790798466411068,-0.026283072702797505,-0.0063660008786105005,0,93,557,0.03773968426045125
M-2022-8,136,17935,0.8669021079351065,0.8759408976860886,0.8713980641761655,-0.04362762796067532,-0.014047783343551834,0,93,760,0.042375243936437136
M-2022-9,136,19209,0.8328499301750993,0.8072257795824874,0.8198376820789384,-0.11234274606427652,-0.06560816544077896,0,93,1307,0.06804102243739914
M-2022-10,136,17861,0.8202931876976143,0.798891439449079,0.8094508736101657,-0.12067708619768491,-0.07599497390955168,0,93,1381,0.07731929903140922
M-2022-11,136,18290,0.8125624237043614,0.8006560962274467,0.8065653227583168,-0.11891242941931723,-0.0788805247614005,0,93,1660,0.09075997813012575
M-2022-12,136,12861,0.7722116482679863,0.7886634009797061,0.7803508232035697,-0.13090512466705784,-0.10509502431614759,0,93,1189,0.0924500427649483
M-2022-4,137,4089,0.957685871384174,0.9797016385424309,0.968568665377176,0.0,0.0,0,117,10,0.002445585717779408
M-2022-5,137,3327,0.9437255492025278,0.9425909227532311,0.9431578947368421,-0.03711071578919978,-0.025410770640333924,0,14,22,0.0066125638713555755
M-2022-6,137,1475,0.827671913835957,0.6772881355932203,0.7449664429530202,-0.30241350294921054,-0.22360222242415584,0,171,152,0.10305084745762712
M-2022-7,137,1585,0.6509635974304069,0.19179810725552052,0.2962962962962963,-0.7879035312869104,-0.6722723690808797,0,171,522,0.32933753943217664
M-2022-8,137,1268,0.49901768172888017,0.20031545741324921,0.2858750703432752,-0.7793861811291817,-0.6826935950339008,0,171,475,0.3746056782334385
M-2022-9,137,698,0.6954492415402567,0.8538681948424068,0.7665594855305466,-0.12583344370002403,-0.20200917984662936,0,79,51,0.07306590257879657
M-2022-10,137,600,0.49292929292929294,0.4066666666666667,0.445662100456621,-0.5730349718757641,-0.522906564920555,0,171,140,0.23333333333333334
M-2022-11,137,2562,0.8485600794438928,0.6670569867291178,0.7469405594405595,-0.312644651813313,-0.22162810593661653,0,171,328,0.12802498048399688
M-2022-12,137,1286,0.6906552094522019,0.5,0.5800631483987371,-0.47970163854243086,-0.38850551697843894,0,171,236,0.18351477449455678
M-2022-4,138,43631,0.9033080070134424,0.8855859366047076,0.8943591880193505,0.0,0.0,0,149,1775,0.04068208383947194
M-2022-5,138,44161,0.8808050588155301,0.8800072462127216,0.8804059717722752,-0.0055786903919859965,-0.01395321624707535,0,149,1897,0.04295645479042594
M-2022-6,138,40153,0.8924608603131174,0.8773690633327522,0.8848506159970864,-0.008216873271955416,-0.009508572022264183,0,149,1762,0.043882150773292154
M-2022-7,138,28132,0.8554360812425329,0.6871889663017204,0.7621375490331356,-0.1983969703029872,-0.13222163898621497,0,149,2863,0.10177022607706526
M-2022-8,138,27037,0.8436821985742329,0.6040611014535636,0.7040413837698027,-0.281524835151144,-0.1903178042495478,0,149,3911,0.14465362281318195
M-2022-9,138,22985,0.781631342324984,0.5824233195562323,0.6674810530514559,-0.30316261704847536,-0.22687813496789466,0,149,4578,0.19917337393952578
M-2022-10,138,17872,0.686334539382132,0.5519247985675918,0.6118347599553405,-0.33366113803711583,-0.28252442806401,0,149,4374,0.24474037600716203
M-2022-11,138,19416,0.6716563618613732,0.5315203955500618,0.5934274460193784,-0.3540655410546458,-0.3009317419999722,0,149,4802,0.24732179645653068
M-2022-12,138,12776,0.720234973250813,0.5374139010644959,0.6155363306288941,-0.3481720355402117,-0.2788228573904564,0,149,2945,0.2305103318722605
M-2022-4,139,2846,0.6782354849172884,0.7347153900210822,0.7053466014504975,0.0,0.0,0,156,125,0.04392129304286718
M-2022-5,139,2667,0.6353369763205828,0.6539182602174728,0.6444937176644494,-0.08079712980360942,-0.06085288378604814,0,156,116,0.04349456317960255
M-2022-6,139,1145,0.2800808897876643,0.24192139737991267,0.25960637300843487,-0.4927939926411695,-0.4457402284420627,0,133,163,0.1423580786026201
M-2022-7,139,1011,0.3778135048231511,0.2324431256181998,0.2878138395590937,-0.5022722644028824,-0.41753276189140387,0,133,165,0.1632047477744807
M-2022-8,139,1361,0.42451612903225805,0.2417340191036003,0.3080524344569288,-0.49298137091748195,-0.39729416699356873,0,133,211,0.1550330639235856
M-2022-9,139,1588,0.35415282392026576,0.33564231738035266,0.3446492078887811,-0.39907307264072955,-0.36069739356171643,0,68,343,0.21599496221662468
M-2022-10,139,1906,0.19060331019754403,0.18730325288562436,0.18893887271765017,-0.5474121371354579,-0.5164077287328473,0,133,338,0.17733473242392445
M-2022-11,139,2252,0.23128491620111732,0.18383658969804617,0.2048490846115784,-0.550878800323036,-0.5004975168389192,0,133,356,0.15808170515097691
M-2022-12,139,973,0.16218809980806143,0.1736896197327852,0.16774193548387098,-0.561025770288297,-0.5376046659666266,0,133,147,0.1510791366906475
M-2022-4,140,71932,0.8775160034316637,0.9242757048323417,0.9002891053982139,0.0,0.0,0,142,1115,0.015500750709002947
M-2022-5,140,78108,0.8613179336311577,0.9108413990884416,0.8853876931309775,-0.013434305743900032,-0.014901412267236402,0,142,1312,0.016797255082705995
M-2022-6,140,66733,0.869548928517908,0.869509837711477,0.8695293826753482,-0.05476586712086462,-0.030759722722865757,0,153,1267,0.018986108821722386
M-2022-7,140,13811,0.6877828054298643,0.8034175657084932,0.7411167512690355,-0.12085813912384846,-0.1591723541291784,0,142,313,0.022663094634711462
M-2022-8,140,6533,0.4987696587140259,0.7136078371345477,0.5871536523929471,-0.210667867697794,-0.3131354530052668,0,142,194,0.029695392622072554
M-2022-9,140,43801,0.8581109699279966,0.8325837309650465,0.8451546367860577,-0.09169197386729522,-0.05513446861215621,0,175,1378,0.03146046893906532
M-2022-10,140,39024,0.7984483190122633,0.7357779827798278,0.7658331666333267,-0.18849772205251392,-0.13445593876488726,0,153,1318,0.03377408774087741
M-2022-11,140,39677,0.787960687960688,0.7274491519016054,0.7564967827329079,-0.19682655293073625,-0.14379232266530606,0,153,1323,0.03334425485797817
M-2022-12,140,21276,0.7710543353752677,0.7276743748824968,0.7487365493894329,-0.19660132994984492,-0.15155255600878104,0,153,763,0.03586200413611581
M-2022-4,141,2022,0.8040100250626566,0.7932739861523245,0.7986059248195171,0.0,0.0,0,154,46,0.02274975272007913
M-2022-5,141,2325,0.715076660988075,0.7221505376344086,0.7185961908838006,-0.07112344851791585,-0.08000973393571653,0,140,62,0.02666666666666667
M-2022-6,141,2210,0.661056297156123,0.5153846153846153,0.5792016272565471,-0.27788937076770914,-0.21940429756296997,0,140,143,0.06470588235294118
M-2022-7,141,1364,0.7223851417399805,0.5417888563049853,0.6191872643485546,-0.2514851298473392,-0.17941866047096244,0,61,113,0.08284457478005865
M-2022-8,141,1310,0.7220982142857143,0.49389312977099237,0.586582048957389,-0.2993808563813321,-0.21202387586212812,0,61,120,0.0916030534351145
M-2022-9,141,1280,0.639344262295082,0.4265625,0.5117150890346767,-0.36671148615232446,-0.2868908357848404,0,68,92,0.071875
M-2022-10,141,1846,0.6685254027261462,0.5845070422535211,0.6236994219653179,-0.20876694389880335,-0.17490650285419918,0,61,100,0.05417118093174431
M-2022-11,141,1798,0.6720496894409937,0.6017797552836485,0.6349765258215962,-0.191494230868676,-0.16362939899792084,0,140,108,0.060066740823136816
M-2022-12,141,1226,0.7039106145251397,0.6166394779771615,0.6573913043478261,-0.17663450817516302,-0.14121462047169098,0,140,82,0.06688417618270799
M-2022-4,142,62604,0.906962988000676,0.8572135965752987,0.8813868313433081,0.0,0.0,0,140,2277,0.036371477860839566
M-2022-5,142,65536,0.8871888483239296,0.815765380859375,0.8499793316162676,-0.04144821571592372,-0.03140749972704049,0,153,3691,0.0563201904296875
M-2022-6,142,50300,0.8602390371180877,0.8127634194831014,0.8358276087667648,-0.04445017709219734,-0.04555922257654332,0,153,3218,0.06397614314115309
M-2022-7,142,23002,0.8331109372843142,0.7871489435701243,0.8094780373309489,-0.0700646530051744,-0.07190879401235917,0,140,1394,0.06060342578906182
M-2022-8,142,20740,0.731042654028436,0.743731918997107,0.7373326959847036,-0.11348167757819172,-0.14405413535860445,0,140,1431,0.06899710703953713
M-2022-9,142,27851,0.6852846733358033,0.796919320670712,0.7368980228755457,-0.06029427590458669,-0.14448880846776235,0,140,2249,0.08075113999497326
M-2022-10,142,27783,0.6556029326052947,0.7692473814922794,0.7078930807194197,-0.08796621508301927,-0.1734937506238884,0,140,2651,0.09541806140445597
M-2022-11,142,27411,0.6301004347174337,0.7667359819050746,0.6917355099891387,-0.09047761467022408,-0.1896513213541694,0,140,2670,0.09740615081536609
M-2022-12,142,15948,0.6127620598412375,0.755079006772009,0.6765168539325843,-0.10213458980328971,-0.20486997741072377,0,140,1609,0.1008903937797843
M-2022-4,143,4384,0.7356438148241842,0.6633211678832117,0.6976130502578866,0.0,0.0,0,153,201,0.045848540145985404
M-2022-5,143,4893,0.690972984845157,0.6429593296546087,0.6661020537793775,-0.020361838228603046,-0.03151099647850908,0,153,293,0.05988146331493971
M-2022-6,143,4291,0.7071767941985496,0.6590538336052202,0.6822677925211098,-0.00426733427799153,-0.015345257736776752,0,153,220,0.05127010020974132
M-2022-7,143,2408,0.6537634408602151,0.6312292358803987,0.6422987534333404,-0.03209193200281302,-0.05531429682454614,0,153,119,0.04941860465116279
M-2022-8,143,2610,0.626970227670753,0.5486590038314176,0.5852063751532489,-0.11466216405179408,-0.11240667510463764,0,153,187,0.07164750957854406
M-2022-9,143,3431,0.5683327507864383,0.4739143106965899,0.5168467895740623,-0.1894068571866218,-0.1807662606838243,0,19,255,0.0743223549985427
M-2022-10,143,4318,0.553670573719926,0.41570171375636866,0.4748677248677249,-0.24761945412684305,-0.22274532539016167,0,19,364,0.08429828624363131
M-2022-11,143,6282,0.6318961520630505,0.4339382362304998,0.5145337863344658,-0.2293829316527119,-0.18307926392342078,0,153,525,0.08357211079274117
M-2022-12,143,3052,0.47536617842876167,0.35091743119266056,0.4037700282752121,-0.31240373669055116,-0.2938430219826745,0,153,274,0.08977719528178243
M-2022-4,144,3642,0.9781405644714998,0.9706205381658429,0.9743660418963617,0.0,0.0,0,146,35,0.009610104338275673
M-2022-5,144,4171,0.978377065111759,0.9654759050587389,0.9718836732231205,-0.005144633107104002,-0.002482368673241142,0,146,44,0.010549029009829777
M-2022-6,144,3621,0.9720670391061452,0.9610604805302403,0.9665324260519372,-0.009560057635602637,-0.007833615844424435,0,86,76,0.020988677161005248
M-2022-7,144,3002,0.9946485907955762,0.9287141905396402,0.960551248923342,-0.04190634762620271,-0.013814792973019685,0,86,169,0.05629580279813458
M-2022-8,144,2946,0.9942959001782531,0.9467073998642227,0.9699182750825943,-0.02391313830162023,-0.004447766813767351,0,86,111,0.03767820773930754
M-2022-9,144,2630,0.9938008523827974,0.9752851711026616,0.9844559585492227,0.0046646329368186246,0.010089916652861075,0,171,18,0.006844106463878327
M-2022-10,144,2456,0.9888198757763975,0.9723127035830619,0.9804968179018682,0.0016921654172189493,0.006130776005506489,0,171,16,0.006514657980456026
M-2022-11,144,3033,0.990975935828877,0.9775799538410814,0.9842323651452282,0.006959415675238501,0.009866323248866493,0,63,20,0.006594131223211342
M-2022-12,144,2267,0.9802110817941952,0.9832377591530658,0.981722087645893,0.012617220987222844,0.007356045749531304,0,63,8,0.0035288928098809
M-2022-4,145,2224,0.9915064818953956,0.9973021582733813,0.9943958753642681,0.0,0.0,0,13,3,0.0013489208633093526
M-2022-5,145,2178,0.9863450159308147,0.9949494949494949,0.9906285714285714,-0.0023526633238863948,-0.0037673039356966864,0,156,5,0.002295684113865932
M-2022-6,145,1317,0.9938176197836167,0.976461655277145,0.9850631941784757,-0.0208405029962363,-0.009332681185792446,0,144,15,0.011389521640091117
M-2022-7,145,1697,0.995872641509434,0.9952857984678845,0.995579133510168,-0.002016359805496859,0.0011832581458999236,0,171,3,0.0017678255745433118
M-2022-8,145,1596,0.993734335839599,0.993734335839599,0.993734335839599,-0.003567822433782286,-0.0006615395246690747,0,49,2,0.0012531328320802004
M-2022-9,145,1613,0.9975155279503105,0.9956602603843769,0.9965870307167235,-0.0016418978890043734,0.0021911553524553984,0,45,5,0.0030998140111593306
M-2022-10,145,1504,0.9953271028037384,0.9913563829787234,0.9933377748167888,-0.005945775294657896,-0.001058100547479346,0,45,7,0.004654255319148936
M-2022-11,145,1523,0.9967148488830486,0.9960604070912672,0.9963875205254515,-0.0012417511821141147,0.001991645161183442,0,45,3,0.001969796454366382
M-2022-12,145,1149,0.9965034965034965,0.9921671018276762,0.9943305713039686,-0.005135056445705111,-6.530406029947589e-05,0,45,5,0.004351610095735422
M-2022-4,146,4793,0.9597548518896833,0.9801794283329857,0.9698596201486375,0.0,0.0,0,144,9,0.0018777383684539955
M-2022-5,146,5639,0.9463760595052759,0.9702074835963823,0.9581436077057793,-0.009971944736603344,-0.011716012442858137,0,115,36,0.006384110657918071
M-2022-6,146,6106,0.9579710144927536,0.9742875859810023,0.9660604092237739,-0.005891842351983367,-0.003799210924863572,0,115,29,0.004749426793318048
M-2022-7,146,4786,0.9859086491739553,0.8478896782281655,0.9117052347787015,-0.13228975010482014,-0.058154385369936,0,169,264,0.05516088591725867
M-2022-8,146,5430,0.983467278989667,0.7887661141804788,0.8754215636177823,-0.19141331415250684,-0.09443805653085513,0,169,422,0.07771639042357274
M-2022-9,146,5594,0.977156797516079,0.7876296031462281,0.8722161734138375,-0.19254982518675756,-0.09764344673479997,0,169,429,0.07668930997497318
M-2022-10,146,5568,0.9769353733729161,0.7683189655172413,0.8601588418618679,-0.21186046281574433,-0.1097007782867696,0,169,436,0.07830459770114942
M-2022-11,146,6358,0.9313217326915957,0.7912865681031771,0.8556122448979592,-0.18889286022980856,-0.1142473752506783,0,169,430,0.06763133060710916
M-2022-12,146,4680,0.9803459119496856,0.7993589743589744,0.8806497175141242,-0.18082045397401125,-0.08920990263451323,0,169,333,0.07115384615384615
M-2022-4,147,2203,0.956868260665729,0.926463912846119,0.941420664206642,0.0,0.0,0,11,27,0.012256014525646845
M-2022-5,147,2716,0.9592307692307692,0.9182621502209131,0.9382994732881866,-0.008201762625205888,-0.0031211909184554187,0,93,71,0.02614138438880707
M-2022-6,147,13,0.09210526315789473,0.5384615384615384,0.15730337078651685,-0.3880023743845805,-0.7841172934201253,0,62,1,0.07692307692307693
M-2022-7,147,55,0.18811881188118812,0.34545454545454546,0.24358974358974358,-0.5810093673915735,-0.6978309206168984,0,117,9,0.16363636363636364
M-2022-8,147,19,0.042735042735042736,0.2631578947368421,0.07352941176470588,-0.6633060181092769,-0.8678912524419362,0,153,3,0.15789473684210525
M-2022-9,147,2227,0.7379182156133829,0.17826672653794343,0.28716094032549727,-0.7481971863081756,-0.6542597238811447,0,157,1468,0.6591827570722946
M-2022-10,147,801,0.42443729903536975,0.1647940074906367,0.23741007194244604,-0.7616699053554823,-0.704010592264196,0,117,187,0.23345817727840198
M-2022-11,147,661,0.600451467268623,0.40242057488653554,0.48188405797101447,-0.5240433379595835,-0.4595366062356276,0,175,91,0.13767019667170954
M-2022-12,147,2730,0.9340277777777778,0.5912087912087912,0.7240915208613729,-0.33525512163732774,-0.2173291433452692,0,117,221,0.08095238095238096
M-2022-4,148,6812,0.9112275449101797,0.8935701702877276,0.902312481470501,0.0,0.0,0,133,404,0.059307105108631825
M-2022-5,148,7219,0.9075759697521355,0.8977697742069539,0.9026462395543176,0.004199603919226358,0.0003337580838165266,0,133,420,0.05817980329685552
M-2022-6,148,6482,0.9279191128506197,0.8778154890465906,0.9021721896305692,-0.015754681241136992,-0.00014029183993180538,0,133,439,0.06772601049058932
M-2022-7,148,4632,0.9153846153846154,0.8734887737478411,0.8939460892620416,-0.020081396539886498,-0.008366392208459472,0,133,255,0.05505181347150259
M-2022-8,148,5228,0.9031672382489409,0.8563504208110176,0.8791359842906235,-0.03721974947670992,-0.023176497179877575,0,133,295,0.056426931905126244
M-2022-9,148,5655,0.8919069767441861,0.8477453580901857,0.8692656391659112,-0.045824812197541864,-0.033046842304589874,0,133,342,0.060477453580901855
M-2022-10,148,5342,0.8312228654124457,0.8601647323099962,0.8454461821527139,-0.03340543797773132,-0.05686629931778708,0,133,295,0.055222763010108575
M-2022-11,148,5510,0.8095155709342561,0.8491833030852994,0.828875110717449,-0.044386867202428126,-0.07343737075305201,0,133,313,0.056805807622504534
M-2022-12,148,3728,0.780310621242485,0.835568669527897,0.8069948186528497,-0.05800150075983057,-0.0953176628176513,0,133,229,0.06142703862660944
M-2022-4,149,74194,0.9043704543938079,0.9134027010270372,0.9088641377599259,0.0,0.0,0,138,1585,0.021362913443135564
M-2022-5,149,74404,0.8667940458823378,0.9023842804150315,0.8842311820522445,-0.011018420612005753,-0.024632955707681425,0,117,1883,0.025307779151658515
M-2022-6,149,53747,0.8270256811552963,0.8652017787039277,0.8456831097976812,-0.048200922323109574,-0.06318102796224467,0,117,1680,0.03125755856140808
M-2022-7,149,32883,0.7125976643383672,0.7849344646169754,0.7470189858763603,-0.1284682364100619,-0.16184515188356563,0,117,1638,0.04981297326886233
M-2022-8,149,36383,0.6930403116962489,0.7480141824478466,0.7194786654681965,-0.16538851857919068,-0.18938547229172942,0,117,3245,0.08919000632163374
M-2022-9,149,51310,0.7005354803914015,0.7088091989865524,0.7046480537848991,-0.20459350204048488,-0.20421608397502677,0,117,5917,0.1153186513350224
M-2022-10,149,56482,0.6733600602230353,0.6809780106936724,0.6771476105384541,-0.23242469033336488,-0.23171652722147185,0,117,6293,0.11141602634467618
M-2022-11,149,43255,0.5767664049770405,0.7201479597734366,0.6405313428539116,-0.19325474125360065,-0.26833279490601436,0,117,3334,0.07707779447462722
M-2022-12,149,29896,0.5904201396710971,0.7013312817768264,0.6411142367906066,-0.2120714192502109,-0.2677499009693193,0,117,2553,0.0853960396039604
M-2022-4,150,2305,0.9508695652173913,0.9488069414316703,0.9498371335504886,0.0,0.0,0,117,47,0.020390455531453362
M-2022-5,150,2214,0.9030131826741996,0.8663053297199639,0.88427846934071,-0.08250161171170645,-0.06555866420977863,0,117,85,0.03839205058717254
M-2022-6,150,2103,0.8967551622418879,0.7227769852591536,0.8004212743549236,-0.22602995617251675,-0.149415859195565,0,130,198,0.09415121255349501
M-2022-7,150,1436,0.8592870544090057,0.637883008356546,0.7322142286171063,-0.31092393307512434,-0.21762290493338232,0,101,218,0.15181058495821728
M-2022-8,150,1240,0.8376288659793815,0.5241935483870968,0.6448412698412699,-0.4246133930445736,-0.3049958637092187,0,101,277,0.22338709677419355
M-2022-9,150,1340,0.8707386363636364,0.45746268656716416,0.5998043052837574,-0.49134425486450617,-0.3500328282667312,0,101,385,0.2873134328358209
M-2022-10,150,1195,0.8720316622691293,0.5531380753138075,0.6769073220686124,-0.3956688661178628,-0.2729298114818762,0,117,139,0.11631799163179916
M-2022-11,150,1522,0.8425572519083969,0.5801576872536137,0.68715953307393,-0.3686492541780566,-0.26267760047655864,0,117,268,0.17608409986859397
M-2022-12,150,1291,0.888135593220339,0.6088303640588691,0.7224264705882353,-0.3399765773728012,-0.22741066296225332,0,117,242,0.18745158791634392
M-2022-4,151,2021,0.8122090015519917,0.776843146956952,0.7941325240263025,0.0,0.0,0,153,71,0.0351311232063335
M-2022-5,151,2500,0.8126009693053312,0.8048,0.8086816720257235,0.027956853043047958,0.014549147999420975,0,153,80,0.032
M-2022-6,151,2108,0.7765388046387154,0.8259013282732448,0.8004597701149425,0.049058181316292804,0.006327246088639993,0,153,36,0.017077798861480076
M-2022-7,151,1469,0.7505966587112172,0.8563648740639891,0.8,0.07952172710703709,0.005867475973697522,0,124,20,0.013614703880190605
M-2022-8,151,1581,0.6913774973711883,0.8317520556609741,0.7550961814527706,0.0549089087040221,-0.039036342573531946,0,51,32,0.02024035420619861
M-2022-9,151,2080,0.765496315561335,0.8490384615384615,0.8051059949851835,0.07219531458150952,0.010973470958881015,0,156,33,0.015865384615384615
M-2022-10,151,2077,0.7241242038216561,0.8757823784304285,0.7927653083460449,0.0989392314734765,-0.0013672156802576607,0,156,27,0.012999518536350506
M-2022-11,151,1879,0.6409144659046118,0.8653539116551358,0.7364130434782609,0.08851076469818375,-0.05771948054804166,0,156,23,0.012240553485896753
M-2022-12,151,872,0.5215208034433285,0.8337155963302753,0.6416593115622242,0.05687244937332325,-0.1524732124640783,0,93,10,0.011467889908256881
M-2022-4,152,1673,0.9658744667885436,0.9473998804542738,0.9565479782739892,0.0,0.0,0,98,20,0.011954572624028692
M-2022-5,152,1141,0.9550359712230215,0.9307624890446976,0.9427430093209055,-0.016637391409576208,-0.013804968953083696,0,98,11,0.009640666082383873
M-2022-6,152,800,0.9468479604449939,0.9575,0.9521441889372281,0.010100119545726205,-0.00440378933676111,0,117,7,0.00875
M-2022-7,152,336,0.9106145251396648,0.9702380952380952,0.9394812680115274,0.02283821478382142,-0.01706671026246176,0,53,1,0.002976190476190476
M-2022-8,152,356,0.9408450704225352,0.9382022471910112,0.939521800281294,-0.009197633263262617,-0.017026177992695235,0,51,13,0.03651685393258427
M-2022-9,152,491,0.9518072289156626,0.9653767820773931,0.9585439838220424,0.017976901623119268,0.001996005548053237,0,83,8,0.016293279022403257
M-2022-10,152,618,0.9413629160063391,0.9611650485436893,0.9511609287429944,0.013765168089415525,-0.005387049530994781,0,83,11,0.01779935275080906
M-2022-11,152,861,0.8179551122194514,0.7619047619047619,0.7889356584485869,-0.18549511854951195,-0.16761231982540226,0,57,36,0.041811846689895474
M-2022-12,152,729,0.8809523809523809,0.6090534979423868,0.7201946472019465,-0.338346382511887,-0.2363533310720427,0,117,117,0.16049382716049382
M-2022-4,153,70973,0.875033866160932,0.9101348400095811,0.8922392657103589,0.0,0.0,0,140,1857,0.026164879602102207
M-2022-5,153,79655,0.8541924137275406,0.9024166718975583,0.8776425915864401,-0.007718168112022861,-0.014596674123918851,0,140,2549,0.032000502165589105
M-2022-6,153,69891,0.8375005027416176,0.8938203774448784,0.864744397225952,-0.016314462564702703,-0.027494868484406965,0,140,1829,0.026169320799530698
M-2022-7,153,39925,0.7984454632193805,0.8593613024420789,0.8277842115421733,-0.05077353756750225,-0.06445505416818564,0,140,727,0.018209142141515342
M-2022-8,153,41882,0.7829884744532172,0.8240055393725229,0.8029735452197585,-0.08612930063705826,-0.08926572049060044,0,133,733,0.017501551979370613
M-2022-9,153,70434,0.8364391622915825,0.8233523582360792,0.8298441681095545,-0.0867824817735019,-0.06239509760080442,0,133,1051,0.014921770735724224
M-2022-10,153,90325,0.8540315645120052,0.8135732078605037,0.8333115988456152,-0.09656163214907743,-0.05892766686474371,0,157,1125,0.012455023526155549
M-2022-11,153,98813,0.8274774869772444,0.794156639308593,0.8104747297918378,-0.11597820070098808,-0.08176453591852118,0,133,1501,0.015190308967443555
M-2022-12,153,59235,0.8389827442752233,0.7830505613235418,0.810052304817457,-0.12708427868603933,-0.0821869608929019,0,133,1258,0.021237444078669704
M-2022-4,154,2978,0.7642477876106195,0.7249832102081935,0.7440978804066862,0.0,0.0,0,14,151,0.050705171255876424
M-2022-5,154,2882,0.7404,0.6422623178348369,0.6878483835005574,-0.08272089237335656,-0.05624949690612879,0,14,214,0.07425399028452463
M-2022-6,154,2048,0.721120984278879,0.51513671875,0.6009683850754771,-0.20984649145819345,-0.1431294953312091,0,14,138,0.0673828125
M-2022-7,154,1219,0.6693830034924331,0.4716981132075472,0.5534167468719923,-0.2532850970006463,-0.19068113353469396,0,155,105,0.08613617719442165
M-2022-8,154,1349,0.6802646085997794,0.4573758339510749,0.5469858156028369,-0.26760737625711856,-0.19711206480384935,0,14,104,0.0770941438102298
M-2022-9,154,2322,0.7858450274557657,0.5546942291128337,0.6503408230244888,-0.17028898109535973,-0.09375705738219742,0,155,81,0.03488372093023256
M-2022-10,154,3149,0.69593147751606,0.51603683709114,0.5926331145149526,-0.20894637311705344,-0.15146476589173363,0,14,245,0.07780247697681804
M-2022-11,154,3641,0.6922136159804321,0.466355396868992,0.5572694453560879,-0.25862781333920143,-0.18682843505059832,0,155,347,0.09530348805273277
M-2022-12,154,1862,0.6610407876230661,0.5048335123523093,0.5724725943970768,-0.22014969785588412,-0.17162528600960947,0,155,149,0.08002148227712137
