period,true_class,pred_class,rank_for_bad_class,support,static_rate,caps_rate,delta_rate,static_count,caps_count,delta_count
M-2022-12,109,158,2,393,0.2010178117048346,0.2035623409669211,0.002544529262086509,79,80,1
M-2022-12,109,140,3,393,0.15776081424936386,0.15012722646310434,-0.007633587786259527,62,59,-3
M-2022-12,109,116,4,393,0.06870229007633588,0.06870229007633588,0.0,27,27,0
M-2022-12,109,142,5,393,0.06615776081424936,0.06870229007633588,0.002544529262086523,26,27,1
M-2022-12,118,25,1,2577,0.37679472254559565,0.1769499417927823,-0.19984478075281334,971,456,-515
M-2022-12,118,96,2,2577,0.007760962359332557,0.2103220799379123,0.20256111757857975,20,542,522
M-2022-12,118,117,3,2577,0.005044625533566162,0.002328288707799767,-0.002716336825766395,13,6,-7
M-2022-12,118,90,4,2577,0.004656577415599534,0.0038804811796662787,-0.0007760962359332556,12,10,-2
M-2022-12,118,124,5,2577,0.004656577415599534,0.0038804811796662787,-0.0007760962359332556,12,10,-2
M-2022-12,139,133,1,973,0.1510791366906475,0.13360739979445016,-0.017471736896197326,147,130,-17
M-2022-12,139,32,2,973,0.1079136690647482,0.1593011305241521,0.0513874614594039,105,155,50
M-2022-12,139,61,3,973,0.08530318602261049,0.1079136690647482,0.02261048304213771,83,105,22
M-2022-12,139,153,4,973,0.051387461459403906,0.02774922918807811,-0.023638232271325797,50,27,-23
M-2022-12,139,156,5,973,0.047276464542651594,0.03391572456320658,-0.013360739979445015,46,33,-13
M-2022-12,164,138,1,1689,0.10479573712255773,0.046773238602723505,-0.05802249851983422,177,79,-98
M-2022-12,164,117,2,1689,0.08703374777975133,0.06927175843694494,-0.017761989342806386,147,117,-30
M-2022-12,164,149,3,1689,0.0586145648312611,0.07696862048549438,0.01835405565423328,99,130,31
M-2022-12,164,124,4,1689,0.035523978685612786,0.03907637655417407,0.003552397868561284,60,66,6
M-2022-12,164,96,5,1689,0.010065127294256957,0.015985790408525755,0.005920663114268797,17,27,10
M-2022-12,174,2,1,1507,0.291970802919708,0.2959522229595222,0.003981420039814221,440,446,6
M-2022-12,174,133,2,1507,0.18779031187790313,0.1771731917717319,-0.010617120106171218,283,267,-16
M-2022-12,174,28,3,1507,0.16589250165892502,0.2216323822163238,0.055739880557398785,250,334,84
M-2022-12,174,19,4,1507,0.0676841406768414,0.0676841406768414,0.0,102,102,0
M-2022-12,174,23,5,1507,0.06635700066357,0.0683477106834771,0.0019907100199070965,100,103,3
