class,group,reference_support,target_support,accepted_updates,static_f1,best_caps_f1,delta_f1,static_recall,best_caps_recall,delta_recall
164,bad,3315,1689,362,0.26493144317917733,0.3360396312095775,0.0711081880304002,0.6749555950266429,0.7229129662522202,0.047957371225577305
165,other,5176,4989,5219,0.6357827476038339,0.6622613803230544,0.026478632719220463,0.7578673080777711,0.8135898977751053,0.055722589697334124
166,other,2317,1835,271,0.5669914738124239,0.5618729096989966,-0.00511856411342726,0.5073569482288829,0.5035422343324251,-0.003814713896457822
167,other,668,55,4,0.11009174311926606,0.1079136690647482,-0.0021780740545178645,0.21818181818181817,0.2727272727272727,0.054545454545454536
168,other,3924,4221,931,0.786809103576405,0.7773997569866342,-0.009409346589770773,0.802653399668325,0.75787728026534,-0.04477611940298509
169,other,2891,1502,311,0.8663845223700121,0.8933663980161191,0.02698187564610699,0.9540612516644474,0.9593874833555259,0.005326231691078487
170,other,3774,1916,718,0.5357881671493587,0.5581593523647209,0.022371185215362188,0.6758872651356994,0.6837160751565762,0.007828810020876764
171,other,7082,4142,764,0.6049676760802994,0.601145038167939,-0.0038226379123604826,0.6438918396909705,0.6084017382906808,-0.03549010140028974
172,other,7688,5558,1372,0.700560603131645,0.7786585908969449,0.07809798776529986,0.6520331054336093,0.7864339690536164,0.13440086362000714
173,other,4960,978,455,0.7655384615384615,0.8133802816901409,0.04784182015167937,0.6359918200408998,0.7085889570552147,0.07259713701431492
174,bad,4246,1507,5,0.0,0.0,0.0,0.0,0.0,0.0
175,other,50628,22084,4821,0.6193302157820789,0.6009583681364575,-0.018371847645621386,0.66867415323311,0.6190001811266075,-0.049673972106502484
176,other,4309,2085,690,0.4603281636322769,0.44126536369131575,-0.01906279994096116,0.49112709832134294,0.5251798561151079,0.03405275779376493
177,other,1540,1117,789,0.5517023959646911,0.5644283121597096,0.012725916195018505,0.7833482542524619,0.8352730528200537,0.0519247985675918
