norm,period,class_id,groups,support,precision,recall,f1
gn,M-2022-7,36,degraded_noncollapsed,1292,0.9467649467649467,0.8947368421052632,0.9200159172304019
gn,M-2022-7,37,,939,0.981859410430839,0.9222577209797657,0.9511257550796266
gn,M-2022-7,38,final_collapsed;abrupt_collapsed,102,0.8333333333333334,0.4411764705882353,0.5769230769230769
gn,M-2022-7,39,,5963,0.9565139263252471,0.8926714740902231,0.9234906315058987
gn,M-2022-7,40,degraded_noncollapsed,1205,0.9750692520775623,0.8763485477178423,0.9230769230769231
gn,M-2022-7,41,,1992,0.7894021739130435,0.5833333333333334,0.6709006928406467
gn,M-2022-7,42,degraded_noncollapsed,630,0.3333333333333333,0.2761904761904762,0.3020833333333333
gn,M-2022-7,43,,1330,0.7581602373887241,0.7684210526315789,0.7632561613144138
gn,M-2022-7,44,stable,1904,0.9845094664371773,0.9012605042016807,0.9410474362489718
gn,M-2022-7,45,absorber,1928,0.889618138424821,0.7733402489626556,0.8274139844617092
gn,M-2022-7,46,absorber,4182,0.6371343789741416,0.7187948350071736,0.6755056179775281
gn,M-2022-7,47,final_collapsed;gradual_collapsed,384,0.9654255319148937,0.9453125,0.9552631578947368
gn,M-2022-7,48,final_collapsed;abrupt_collapsed,4498,0.9537444933920705,0.09626500666963095,0.17487883683360259
gn,M-2022-7,49,,13761,0.8393060486301829,0.9105442918392559,0.8734750784245382
gn,M-2022-7,50,degraded_noncollapsed,2568,0.09333333333333334,0.016355140186915886,0.027833001988071572
gn,M-2022-7,51,,15397,0.8475455174003227,0.9553809183607196,0.8982383293133454
gn,M-2022-7,52,,1010,0.818069306930693,0.6544554455445545,0.7271727172717272
gn,M-2022-7,53,,4517,0.859187059311489,0.9172016825326544,0.8872470285897848
gn,M-2022-7,54,degraded_noncollapsed,3357,0.38280922431865827,0.2719690199582961,0.31800766283524906
gn,M-2022-7,55,degraded_noncollapsed,5627,0.9821397303449484,0.9968011373733784,0.9894161227729759
gn,M-2022-7,56,final_collapsed;abrupt_collapsed,8114,0.005928853754940711,0.0003697313285679073,0.0006960556844547563
gn,M-2022-7,57,stable,2449,0.9967064635652532,0.9885667619436505,0.992619926199262
gn,M-2022-7,58,,1749,0.9994275901545506,0.9982847341337907,0.9988558352402745
gn,M-2022-7,59,stable,5381,0.9697737556561086,0.9957257015424642,0.9825783972125436
gn,M-2022-7,60,,21024,0.8796906461651107,0.91433599695586,0.8966787946636813
gn,M-2022-7,61,,12195,0.6032433633233366,0.8906929069290693,0.7193139300023178
gn,M-2022-7,62,stable,8933,0.9139762107051826,0.9633941564983768,0.9380347702872092
gn,M-2022-7,63,,8561,0.8001575630252101,0.7118327298212825,0.7534153427706002
gn,M-2022-7,64,stable,16,0.0035842293906810036,0.0625,0.006779661016949152
gn,M-2022-7,65,,2044,0.9030585795749093,0.8522504892367906,0.876919204631261
