class_id,groups,support,precision,recall,f1,method,period
107,stable,3873,0.941103992114342,0.9860573199070488,0.9630563611146136,static,M-2022-4
108,,11663,0.9418408631153068,0.9580725370830833,0.9498873634547541,static,M-2022-4
109,final_collapsed;abrupt_collapsed,1867,0.9505907626208379,0.9480449919657205,0.9493161705551086,static,M-2022-4
110,,9808,0.8782985427333596,0.9094616639477977,0.8936084952915248,static,M-2022-4
111,degraded_noncollapsed,2817,0.7243265993265994,0.6109336173233937,0.6628153283265935,static,M-2022-4
112,degraded_noncollapsed,3822,0.9060052219321149,0.9079016221873365,0.9069524307370622,static,M-2022-4
113,stable,5042,0.9934092270820851,0.986513288377628,0.9899492486814608,static,M-2022-4
114,,3329,0.9726277372262774,0.9606488434965456,0.9666011787819253,static,M-2022-4
115,,22978,0.8970200421940928,0.88819740621464,0.8925869232451344,static,M-2022-4
116,,4023,0.8723252496433667,0.9120059656972409,0.8917243893547211,static,M-2022-4
117,,84936,0.8562640285975559,0.8488744466421776,0.852553225453621,static,M-2022-4
118,degraded_noncollapsed,3760,0.9623095429029671,0.9574468085106383,0.9598720170643914,static,M-2022-4
119,stable,2846,0.9022847100175747,0.9019676739283204,0.902126164118784,static,M-2022-4
120,,2918,0.905266757865937,0.907128169979438,0.90619650804519,static,M-2022-4
121,final_collapsed;gradual_collapsed,2543,0.9567288606589917,0.9476995674400315,0.9521928091663374,static,M-2022-4
122,,61426,0.9046446742163138,0.8973398886465015,0.9009774755631109,static,M-2022-4
123,degraded_noncollapsed,3393,0.9213483146067416,0.7008547008547008,0.7961165048543689,static,M-2022-4
124,,30492,0.9059981225520345,0.9179128951856225,0.9119165920013033,static,M-2022-4
125,,3522,0.8553542887586574,0.9116978989210676,0.882627817482133,static,M-2022-4
126,,2112,0.9147058823529411,0.8835227272727273,0.8988439306358381,static,M-2022-4
127,,3002,0.8802747791952895,0.896402398401066,0.888265390328437,static,M-2022-4
128,stable,2342,0.9279766860949209,0.9517506404782238,0.9397133220910624,static,M-2022-4
129,degraded_noncollapsed,44177,0.948869289914066,0.9497928786472599,0.9493308596445581,static,M-2022-4
130,stable,7092,0.8136783253153036,0.8824027072758037,0.8466481769600216,static,M-2022-4
131,stable,30533,0.8730235219709063,0.9493662594569809,0.9095958328103426,static,M-2022-4
132,stable,23157,0.9663520320829462,0.8532625124152524,0.9062930006421429,static,M-2022-4
133,,54110,0.8852447884837373,0.9637405285529477,0.9228264524235078,static,M-2022-4
134,,10738,0.8757562846186622,0.9570683553734401,0.9146086414808882,static,M-2022-4
135,,3069,0.7453590192644484,0.693385467579016,0.7184334908845375,static,M-2022-4
136,,22342,0.853764960106383,0.919568525646764,0.8854458475197173,static,M-2022-4
137,degraded_noncollapsed,4089,0.957685871384174,0.9797016385424309,0.968568665377176,static,M-2022-4
138,degraded_noncollapsed,43631,0.9033080070134424,0.8855859366047076,0.8943591880193505,static,M-2022-4
139,degraded_noncollapsed,2846,0.6782354849172884,0.7347153900210822,0.7053466014504975,static,M-2022-4
140,,71932,0.8775160034316637,0.9242757048323417,0.9002891053982139,static,M-2022-4
141,,2022,0.8040100250626566,0.7932739861523245,0.7986059248195171,static,M-2022-4
142,,62604,0.906962988000676,0.8572135965752987,0.8813868313433081,static,M-2022-4
143,degraded_noncollapsed,4384,0.7356438148241842,0.6633211678832117,0.6976130502578866,static,M-2022-4
144,stable,3642,0.9781405644714998,0.9706205381658429,0.9743660418963617,static,M-2022-4
145,stable,2224,0.9915064818953956,0.9973021582733813,0.9943958753642681,static,M-2022-4
146,,4793,0.9597548518896833,0.9801794283329857,0.9698596201486375,static,M-2022-4
147,degraded_noncollapsed,2203,0.956868260665729,0.926463912846119,0.941420664206642,static,M-2022-4
148,,6812,0.9112275449101797,0.8935701702877276,0.902312481470501,static,M-2022-4
149,,74194,0.9043704543938079,0.9134027010270372,0.9088641377599259,static,M-2022-4
150,degraded_noncollapsed,2305,0.9508695652173913,0.9488069414316703,0.9498371335504886,static,M-2022-4
151,,2021,0.8122090015519917,0.776843146956952,0.7941325240263025,static,M-2022-4
152,degraded_noncollapsed,1673,0.9658744667885436,0.9473998804542738,0.9565479782739892,static,M-2022-4
153,,70973,0.875033866160932,0.9101348400095811,0.8922392657103589,static,M-2022-4
154,,2978,0.7642477876106195,0.7249832102081935,0.7440978804066862,static,M-2022-4
155,,11183,0.7983856502242153,0.7960296879191631,0.7972059284466932,static,M-2022-4
156,absorber,32897,0.8384912959381045,0.8697145636380217,0.8538175741207717,static,M-2022-4
157,,2075,0.7893053016453382,0.832289156626506,0.8102275392915786,static,M-2022-4
158,,12544,0.9247363374880153,0.9226721938775511,0.9237031125299282,static,M-2022-4
159,,3182,0.6737460460912789,0.46857322438717786,0.5527340129749768,static,M-2022-4
160,,1553,0.7403921568627451,0.6078557630392788,0.6676096181046676,static,M-2022-4
161,,3031,0.988399071925754,0.9838337182448037,0.9861111111111112,static,M-2022-4
162,,486,0.6118811881188119,0.6358024691358025,0.6236125126135217,static,M-2022-4
163,final_collapsed;gradual_collapsed,3156,0.5962829117191534,0.3659695817490494,0.4535637149028078,static,M-2022-4
164,,3315,0.8916116870876531,0.8561085972850678,0.8734995383194829,static,M-2022-4
165,,5176,0.984209432786204,0.9151854714064915,0.948443287616378,static,M-2022-4
166,degraded_noncollapsed,2317,0.7243567148396193,0.8869227449287872,0.7974388824214202,static,M-2022-4
167,degraded_noncollapsed,668,0.9296235679214403,0.8502994011976048,0.8881939014855356,static,M-2022-4
168,,3924,0.749385145105755,0.7765035677879715,0.7627033792240301,static,M-2022-4
169,,2891,0.9746439736019451,0.9705984088550674,0.9726169844020798,static,M-2022-4
170,,3774,0.908454647256439,0.859830418653948,0.883473999455486,static,M-2022-4
171,,7082,0.8202977922300189,0.6767862185823214,0.7416634429400387,static,M-2022-4
172,,7688,0.8578814795174334,0.8417013527575442,0.8497143982666929,static,M-2022-4
173,degraded_noncollapsed,4960,0.992440151196976,0.9528225806451613,0.9722279366385518,static,M-2022-4
174,final_collapsed;abrupt_collapsed,4246,0.9860669762894158,0.9500706547338672,0.9677341969533405,static,M-2022-4
175,,50628,0.7627240271972157,0.8397527060124832,0.7993870394569846,static,M-2022-4
176,degraded_noncollapsed,4309,0.8182906392147474,0.793223485727547,0.8055621022861184,static,M-2022-4
177,,1540,0.9533376539209333,0.9551948051948052,0.9542653259811872,static,M-2022-4
0,,1621,0.9164603960396039,0.9136335595311537,0.9150447945628668,static,M-2022-5
1,,10263,0.9483921415306422,0.9454350579752508,0.946911291109593,static,M-2022-5
2,absorber,8750,0.7628157959283787,0.7108571428571429,0.7359204921911974,static,M-2022-5
3,,1684,0.8531618435155413,0.9453681710213777,0.8969014084507042,static,M-2022-5
4,,4052,0.9586374695863747,0.9723593287265548,0.9654496446949277,static,M-2022-5
5,absorber,2200,0.8490642799023597,0.9486363636363636,0.8960927436668098,static,M-2022-5
6,degraded_noncollapsed,2812,0.9679783950617284,0.8922475106685633,0.9285714285714286,static,M-2022-5
7,,104,0.859375,0.5288461538461539,0.6547619047619048,static,M-2022-5
8,stable,2060,0.9057097957045573,0.8393203883495146,0.8712522045855379,static,M-2022-5
9,degraded_noncollapsed,1824,0.7299801455989411,0.6047149122807017,0.6614692653673163,static,M-2022-5
10,final_collapsed;gradual_collapsed,2341,0.8046744574290484,0.8235796668090559,0.8140173105340933,static,M-2022-5
11,degraded_noncollapsed,2013,0.7488196411709159,0.7878787878787878,0.7678528201404018,static,M-2022-5
12,degraded_noncollapsed,3428,0.8410886742756805,0.838389731621937,0.8397370343316289,static,M-2022-5
13,absorber,2703,0.5487115021998743,0.6459489456159823,0.5933729821580289,static,M-2022-5
14,absorber;degraded_noncollapsed,10444,0.7804543053354464,0.707296055151283,0.7420764478376614,static,M-2022-5
15,stable,1474,0.9335548172757475,0.5719131614654003,0.7092974337400084,static,M-2022-5
16,,1958,0.7287066246056783,0.3539325842696629,0.47645238913716054,static,M-2022-5
17,,9201,0.936278478084885,0.8799043582219324,0.9072164948453608,static,M-2022-5
18,,27154,0.9379307775418203,0.9271193930912572,0.9324937494212427,static,M-2022-5
19,degraded_noncollapsed,19072,0.9121771217712177,0.9072986577181208,0.9097313495610115,static,M-2022-5
20,,2201,0.8738317757009346,0.8496138119036801,0.8615526376410966,static,M-2022-5
21,,2853,0.9273461150353178,0.9663512092534174,0.9464469618949537,static,M-2022-5
22,,648,0.6944114149821641,0.9012345679012346,0.7844190732034922,static,M-2022-5
23,,15639,0.9470760980592441,0.9485900633032802,0.9478324761204996,static,M-2022-5
24,degraded_noncollapsed,9752,0.9358460304731355,0.9573420836751435,0.9464720194647201,static,M-2022-5
25,,63996,0.9237125639152666,0.948481155072192,0.9359330187806457,static,M-2022-5
26,final_collapsed;abrupt_collapsed,2539,0.7943991492378589,0.8826309570697125,0.8361940298507463,static,M-2022-5
27,,19743,0.9902666531481293,0.9894139695081802,0.9898401276951532,static,M-2022-5
28,degraded_noncollapsed,21533,0.894711186936388,0.8524125760460688,0.8730498477929984,static,M-2022-5
29,,31966,0.8557527864598691,0.9079021460301571,0.8810564663023679,static,M-2022-5
30,,8566,0.9901673885052089,0.9875087555451786,0.9888362849962008,static,M-2022-5
31,,10445,0.9821376846577194,0.9738630923887027,0.9779828862609364,static,M-2022-5
32,degraded_noncollapsed,2935,0.6543062200956937,0.559114139693356,0.6029762998346501,static,M-2022-5
33,,253,0.7837837837837838,0.5731225296442688,0.6621004566210046,static,M-2022-5
34,degraded_noncollapsed,485,0.901010101010101,0.9195876288659793,0.9102040816326531,static,M-2022-5
35,,1307,0.9350785340314136,0.6832440703902066,0.7895667550839964,static,M-2022-5
36,degraded_noncollapsed,916,0.8732919254658386,0.767467248908297,0.8169668797210924,static,M-2022-5
37,,1023,0.9762886597938144,0.9257086999022482,0.9503261414952333,static,M-2022-5
38,final_collapsed;abrupt_collapsed,117,0.7383177570093458,0.6752136752136753,0.7053571428571429,static,M-2022-5
39,,8587,0.942358784798429,0.9500407592872947,0.9461841800046393,static,M-2022-5
40,degraded_noncollapsed,2306,0.9755196304849885,0.9158716392020815,0.944755088347126,static,M-2022-5
41,,2472,0.8578411405295315,0.8519417475728155,0.8548812664907651,static,M-2022-5
42,degraded_noncollapsed,1394,0.8217357310398749,0.7539454806312769,0.7863823419378975,static,M-2022-5
43,,3196,0.9265212399540758,0.7575093867334167,0.8335341711137889,static,M-2022-5
44,stable,2779,0.9820852740953063,0.9863260165527168,0.9842010771992818,static,M-2022-5
45,absorber,3156,0.8789769182782283,0.8929024081115335,0.885884941842188,static,M-2022-5
46,absorber,10149,0.7028709789000346,0.8008670805005419,0.7486759084419472,static,M-2022-5
47,final_collapsed;gradual_collapsed,3766,0.9900751072961373,0.9800849707912905,0.9850547104350147,static,M-2022-5
48,final_collapsed;abrupt_collapsed,5241,0.9931179506786465,0.9912230490364434,0.9921695951107716,static,M-2022-5
49,,46428,0.9323613148132172,0.9310760747824589,0.9317182515734115,static,M-2022-5
50,degraded_noncollapsed,7426,0.8762265834076717,0.5290869916509561,0.6597816960537364,static,M-2022-5
51,,22943,0.9280196780736202,0.9373229307414026,0.9326481047792523,static,M-2022-5
52,,2346,0.9124487004103967,0.8529411764705882,0.8816920026437541,static,M-2022-5
53,,10324,0.9264381062133871,0.9344246416117784,0.9304142354246033,static,M-2022-5
54,degraded_noncollapsed,7963,0.7534791252485089,0.47595127464523423,0.5833910567228507,static,M-2022-5
55,degraded_noncollapsed,10913,0.9883403169976316,0.9942270686337396,0.9912749531771048,static,M-2022-5
56,final_collapsed;abrupt_collapsed,9591,0.212636695018226,0.018246272547179646,0.03360860380257346,static,M-2022-5
57,stable,3525,0.9874928936895964,0.985531914893617,0.9865114297884424,static,M-2022-5
58,,2323,0.9914310197086547,0.9961256995264743,0.9937728151170281,static,M-2022-5
59,stable,9791,0.9790458752924422,0.9830456541721989,0.9810416879013353,static,M-2022-5
60,,44901,0.8931029888528668,0.8957484243112626,0.8944237504864625,static,M-2022-5
61,,19248,0.7171542007027791,0.8164484621778886,0.7635868905031462,static,M-2022-5
62,stable,15902,0.9384879070653209,0.9296943780656521,0.934070447006792,static,M-2022-5
63,,12327,0.8143472303777647,0.6750223087531435,0.7381681082279885,static,M-2022-5
64,stable,1122,0.6408045977011494,0.7950089126559715,0.7096260938743039,static,M-2022-5
65,,3554,0.9375336564351104,0.979741136747327,0.9581728123280132,static,M-2022-5
66,final_collapsed;abrupt_collapsed,6479,0.88594905505341,0.8320728507485723,0.8581661891117478,static,M-2022-5
67,,1581,0.6749435665914221,0.3782416192283365,0.4847993514389947,static,M-2022-5
68,,8946,0.7430350035717931,0.8138832997987927,0.7768471592424646,static,M-2022-5
69,final_collapsed;abrupt_collapsed,857,0.8475222363405337,0.7782963827304551,0.8114355231143552,static,M-2022-5
70,degraded_noncollapsed,2822,0.7900340715502555,0.6573352232459249,0.7176015473887815,static,M-2022-5
71,absorber,168702,0.894612911322807,0.8873160958376308,0.8909495637268323,static,M-2022-5
72,,19739,0.8476326660311407,0.8108313491058311,0.8288236969524352,static,M-2022-5
73,,31508,0.9751382951973849,0.9846705598578139,0.9798812456572548,static,M-2022-5
74,,10715,0.8306523681858803,0.6939804013065796,0.7561905730411349,static,M-2022-5
75,degraded_noncollapsed,30933,0.6902857142857143,0.9177254065237772,0.7879208415443115,static,M-2022-5
76,stable,12560,0.9237029501525941,0.867515923566879,0.8947281983905403,static,M-2022-5
77,,80105,0.8581719165789963,0.8655639473191437,0.8618520820385333,static,M-2022-5
78,,54812,0.9589835709741402,0.9350142304604832,0.946847229663569,static,M-2022-5
79,,28257,0.7911452979334302,0.7898573804720954,0.7905008146206701,static,M-2022-5
80,degraded_noncollapsed,4284,0.67664851784634,0.5221755368814193,0.5894598155467721,static,M-2022-5
81,,8178,0.966003616636528,0.9798239178283199,0.972864687670734,static,M-2022-5
82,,82376,0.8789643523420562,0.8464844129358066,0.8624186805847577,static,M-2022-5
83,,28362,0.9592744086786413,0.950920245398773,0.9550790587318732,static,M-2022-5
84,,2425,0.950466910272026,0.965360824742268,0.9578559738134206,static,M-2022-5
85,,2268,0.9595070422535211,0.9611992945326279,0.960352422907489,static,M-2022-5
86,,26206,0.8419397613184315,0.8480119056704571,0.8449649246212049,static,M-2022-5
87,,11488,0.8714978869932697,0.9693593314763231,0.9178274128410121,static,M-2022-5
88,,402,0.6203208556149733,0.5771144278606966,0.5979381443298969,static,M-2022-5
89,,891,0.8435689455388181,0.8170594837261503,0.830102622576967,static,M-2022-5
90,,7170,0.9277815699658704,0.9478382147838215,0.9377026560883063,static,M-2022-5
91,,4660,0.8824377187564341,0.9197424892703863,0.9007040033624041,static,M-2022-5
92,,2704,0.985329103885805,0.919008875739645,0.9510141599693839,static,M-2022-5
93,,37502,0.8902366688415683,0.8004106447656125,0.8429373771412525,static,M-2022-5
94,stable,471,0.2542372881355932,0.4140127388535032,0.3150242326332795,static,M-2022-5
95,,50880,0.9906257967092232,0.9927869496855346,0.9917051957868285,static,M-2022-5
96,absorber;degraded_noncollapsed,59656,0.8853959222380275,0.9390337937508382,0.9114263866065763,static,M-2022-5
97,,45943,0.9523901683762338,0.9639988681627234,0.9581593578954201,static,M-2022-5
98,stable,64696,0.9880415785116364,0.9961357734635835,0.9920721663767491,static,M-2022-5
99,stable,25387,0.936369131573645,0.9152715956985858,0.925700171307916,static,M-2022-5
100,,29408,0.9331578271478105,0.9883705114254625,0.9599709359931303,static,M-2022-5
101,degraded_noncollapsed,62663,0.9625338979018982,0.6457239519333579,0.7729248049206788,static,M-2022-5
102,,75510,0.9319690678071463,0.9927426830883327,0.9613963987072283,static,M-2022-5
103,degraded_noncollapsed,2565,0.9137210186240973,0.9372319688109162,0.9253271747498075,static,M-2022-5
104,final_collapsed;gradual_collapsed,3090,0.5137693631669535,0.19320388349514564,0.2808090310442145,static,M-2022-5
105,absorber;degraded_noncollapsed,3665,0.765856737141054,0.6622100954979536,0.7102721685689201,static,M-2022-5
106,,4012,0.9488428745432399,0.9708374875373879,0.9597141801158063,static,M-2022-5
107,stable,3512,0.9024008350730689,0.984624145785877,0.9417211328976035,static,M-2022-5
108,,13707,0.9464324130512729,0.962865689063982,0.954578330681325,static,M-2022-5
109,final_collapsed;abrupt_collapsed,2229,0.9537333944113605,0.9340511440107672,0.9437896645512239,static,M-2022-5
110,,8623,0.8634249003101462,0.9039777339672967,0.883236077276075,static,M-2022-5
111,degraded_noncollapsed,2530,0.707227813357731,0.6110671936758894,0.6556403731976251,static,M-2022-5
112,degraded_noncollapsed,3140,0.8684464458025088,0.8598726114649682,0.8641382621219396,static,M-2022-5
113,stable,4677,0.9878205128205129,0.9884541372674791,0.9881372234690606,static,M-2022-5
114,,3352,0.9744275944097532,0.9776252983293556,0.97602382725242,static,M-2022-5
115,,28260,0.8546305719519641,0.7428874734607218,0.794850922858495,static,M-2022-5
116,,3962,0.8250847457627118,0.9215042907622413,0.8706331226898771,static,M-2022-5
117,,93359,0.7760996979456302,0.8311571460705449,0.802685410750953,static,M-2022-5
118,degraded_noncollapsed,4083,0.8238176395398381,0.9470977222630419,0.881166685655691,static,M-2022-5
119,stable,2954,0.8953093133922502,0.8916723087339201,0.8934871099050203,static,M-2022-5
120,,2933,0.8860086407444334,0.9089669280600068,0.8973409626388421,static,M-2022-5
121,final_collapsed;gradual_collapsed,2473,0.9544658493870403,0.881520420541852,0.9165440403615724,static,M-2022-5
122,,60842,0.874776614756191,0.901088064166201,0.8877374224784235,static,M-2022-5
123,degraded_noncollapsed,4486,0.9318849089841457,0.7075345519393669,0.8043588443993918,static,M-2022-5
124,,33764,0.9130996418296048,0.9211586304940172,0.9171114321941438,static,M-2022-5
125,,4601,0.8480707395498392,0.9171919148011302,0.8812780620235982,static,M-2022-5
126,,2052,0.8948643410852714,0.9000974658869396,0.8974732750242954,static,M-2022-5
127,,6176,0.8562798092209857,0.8720854922279793,0.8641103802342371,static,M-2022-5
128,stable,3079,0.895800933125972,0.9353686261773303,0.9151572926596759,static,M-2022-5
