class,group,reference_support,target_support,static_f1,best_proto_f1,delta_f1,static_recall,best_proto_recall,delta_recall
151,other,2021,872,0.6416593115622242,0.6131386861313869,-0.028520625430837332,0.8337155963302753,0.8188073394495413,-0.014908256880733939
152,other,1673,729,0.7201946472019465,0.6706081081081081,-0.04958653909383837,0.6090534979423868,0.5445816186556928,-0.06447187928669407
153,other,70973,59235,0.810052304817457,0.7900241063187232,-0.02002819849873383,0.7830505613235418,0.7441377563940238,-0.038912804929517986
154,other,2978,1862,0.5724725943970768,0.5809859154929577,0.008513321095880988,0.5048335123523093,0.5316863587540279,0.02685284640171859
155,other,11183,5650,0.592071311283134,0.5958726710669229,0.003801359783788927,0.6700884955752212,0.6311504424778761,-0.038938053097345104
156,other,32897,11350,0.7414931064828395,0.717795342875454,-0.023697763607385514,0.8908370044052863,0.8881057268722466,-0.0027312775330397
157,other,2075,800,0.49772036474164133,0.39136860774460536,-0.10635175699703597,0.81875,0.8275,0.008750000000000036
158,other,12544,5549,0.7169658084950865,0.7387033398821218,0.02173753138703527,0.795458641196612,0.8131194809875654,0.017660839790953342
159,other,3182,1740,0.4109681787406906,0.421978021978022,0.011009843237331396,0.3488505747126437,0.38620689655172413,0.03735632183908044
160,other,1553,1048,0.47699004975124376,0.4510837727006444,-0.025906277050599336,0.7318702290076335,0.7347328244274809,0.002862595419847347
161,other,3031,334,0.8110918544194108,0.8,-0.01109185441941074,0.7005988023952096,0.688622754491018,-0.0119760479041916
162,other,486,59,0.4114285714285714,0.28225806451612906,-0.12917050691244236,0.6101694915254238,0.5932203389830508,-0.016949152542372947
163,other,3156,1741,0.025738798856053385,0.0178491744756805,-0.007889624380372884,0.015508328546812177,0.011487650775416428,-0.00402067777139575
164,bad,3315,1689,0.26493144317917733,0.2803738317757009,0.015442388596523582,0.6749555950266429,0.7193605683836589,0.04440497335701599
165,other,5176,4989,0.6357827476038339,0.698249227600412,0.06246647999657806,0.7578673080777711,0.8833433553818401,0.12547604730406892
166,other,2317,1835,0.5669914738124239,0.556146572104019,-0.010844901708404908,0.5073569482288829,0.5128065395095368,0.00544959128065392
167,other,668,55,0.11009174311926606,0.09554140127388536,-0.014550341845380704,0.21818181818181817,0.2727272727272727,0.054545454545454536
168,other,3924,4221,0.786809103576405,0.7711033472331793,-0.015705756343225685,0.802653399668325,0.8104714522624971,0.00781805259417201
169,other,2891,1502,0.8663845223700121,0.8853974121996303,0.01901288982961824,0.9540612516644474,0.9567243675099867,0.0026631158455392434
170,other,3774,1916,0.5357881671493587,0.5557454079453226,0.019957240795963838,0.6758872651356994,0.6790187891440501,0.0031315240083507057
171,other,7082,4142,0.6049676760802994,0.5970548862115127,-0.00791278986878674,0.6438918396909705,0.6460647030420087,0.002172863351038168
172,other,7688,5558,0.700560603131645,0.7466541881141787,0.046093584982533686,0.6520331054336093,0.717704210147535,0.06567110471392579
173,other,4960,978,0.7655384615384615,0.7768395657418576,0.01130110420339614,0.6359918200408998,0.6584867075664622,0.02249488752556239
174,bad,4246,1507,0.0,0.0,0.0,0.0,0.0,0.0
