class,fd,ref_count,tgt_count,count_ratio,margin_drop,conf_drop,entropy_rise,fd_zscore,collapse_score,status
70,15.934406589771985,2084,854,0.5591211625809989,1.2992210388183594,0.08938813209533691,0.279762864112854,0.5377599298258979,0.31608744002268097,ok
104,15.90335294683372,2563,419,0.22305460369694374,2.507194995880127,0.28742682933807373,0.8940317630767822,0.5338684991475511,0.6982797329993282,ok
105,15.784420754070643,3955,3769,1.3002456935382727,1.134121298789978,0.11189216375350952,0.32619649171829224,0.5189647281316544,0.16472351986482725,ok
117,15.052722414632786,84203,91040,1.4751984880163964,0.8447222709655762,0.06818711757659912,0.18216338753700256,0.4272732840378132,0.05521422324468655,ok
80,14.608513285676576,5450,817,0.2045367395318224,1.595433235168457,0.18070363998413086,0.44729623198509216,0.3716080264878862,0.612620509402545,ok
3,13.79735406257561,1611,1241,1.0510467061188904,0.4891839027404785,0.04748272895812988,0.15274034440517426,0.2699590865527388,0.01767490854107876,ok
157,13.692425808669533,2188,5038,3.1416414620524997,1.1171224117279053,0.06453567743301392,0.21019375324249268,0.25681019361649815,0.07014337877368526,ok
41,13.69142426259571,2033,2151,1.4436064246508962,1.6762537956237793,0.17317664623260498,0.5410910248756409,0.2566846866952908,0.3151535549916794,ok
116,13.366544714806135,4206,3327,1.0792680159374624,1.2986855506896973,0.04501485824584961,0.17077097296714783,0.21597299816492463,0.049067373277674235,ok
148,13.232497595271012,6680,5375,1.0978620690675545,1.5212616920471191,0.028111040592193604,0.09974774718284607,0.19917512764325848,0.05539297832295323,ok
165,13.023168144549855,4813,9568,2.7123834100195787,2.8605923652648926,0.08924287557601929,0.2411864846944809,0.17294338896972342,0.22425641513872252,ok
133,12.825320442143674,58908,61349,1.4209506149992048,0.8748846054077148,0.018863141536712646,0.08037757873535156,0.14815046466404794,0.008298650018381584,ok
59,12.670069063596365,12883,5560,0.5888484811940629,-2.6065845489501953,-0.01206517219543457,-0.06081841140985489,0.12869542106302123,0.16960842436489573,ok
17,11.96609221465023,9570,10163,1.44895788387152,0.40244436264038086,-0.00842064619064331,-0.029428064823150635,0.04047784503559175,0.00161911380142367,ok
163,11.850424670131552,1937,529,0.3726248598965457,1.2873502969741821,0.17318439483642578,0.460141658782959,0.02598317746554605,0.5099324955105006,ok
142,11.64307873951886,59170,32388,0.7468413163772416,0.6456365585327148,0.04472780227661133,0.14652955532073975,0.0,0.10377841431568935,ok
160,11.242838313185388,1275,2476,2.6496360866780115,0.28325819969177246,0.016714274883270264,0.020806968212127686,-0.05015539970125556,0.0,ok
111,11.067196194324648,2376,1732,0.9945971852020224,0.892619252204895,0.1124335527420044,0.36314356327056885,-0.07216567176831566,0.13905946249986784,ok
158,10.786186755083616,12516,9853,1.0741098586571394,1.5051536560058594,0.0683562159538269,0.21249601244926453,-0.10737985758675848,0.09185911644318794,ok
143,10.383043382442407,3953,2861,0.9874993487780578,0.7109198570251465,0.10338133573532104,0.301200807094574,-0.15789903471477132,0.11259625318960029,ok
166,10.359663863565046,2837,2968,1.4274152596981686,1.272742509841919,0.03950780630111694,0.14484143257141113,-0.16082879652034188,0.03220087220493637,ok
162,10.250101138366148,505,229,0.6187139080981882,0.7582582235336304,0.09398984909057617,0.2540017366409302,-0.1745584497816322,0.23767867562174536,ok
8,10.13944294183101,1453,1790,1.6808663816328124,-1.3269453048706055,0.0014854669570922852,-0.021028071641921997,-0.18842538003723733,0.0,ok
115,10.127587006901576,22752,15227,0.9131466771957303,0.13191795349121094,0.011760830879211426,0.01847374439239502,-0.18991108491883868,0.03474132912170789,ok
123,9.612841557279468,2581,2637,1.394016453298687,0.8246434926986694,0.0848425030708313,0.1973608136177063,-0.2544154729605627,0.06067436026210048,ok
134,9.593009669112323,11735,8641,1.0046775217410702,-0.43410539627075195,-0.033749520778656006,-0.11174918711185455,-0.25690066988823396,0.0,ok
52,9.070824217234785,2122,1631,1.0487074564545542,1.170602798461914,0.14776569604873657,0.45309993624687195,-0.3223373882553021,0.2189754380696738,ok
106,8.998731754655887,3998,2784,0.9501063388390752,1.013204574584961,0.03137892484664917,0.10973460227251053,-0.33137152383529916,0.0319711815347426,ok
120,8.901064650887434,2924,2855,1.3322156118738242,0.6530368328094482,0.12679916620254517,0.3947737514972687,-0.34361049897343127,0.15755892986473402,ok
64,8.378151939578412,2347,3368,1.957964294192758,0.2397596836090088,-0.02008265256881714,-0.058883488178253174,-0.40913835253093167,0.0,ok
84,8.309005092476472,2549,2868,1.535165090265606,-0.05589771270751953,-0.033072590827941895,-0.11350293457508087,-0.4178033636749831,0.0,ok
4,8.224927915325928,3821,1133,0.4045746309203675,1.124802589416504,0.054242074489593506,0.15536296367645264,-0.42833934192278095,0.27322301397575294,ok
