method,alpha,tau_conf,momentum,true_class,pred_class,rank_for_bad_class,confusion_count,confusion_rate,support
static,,,,56,14,3,804,0.07509807584532038,10706
static,,,,56,170,4,598,0.055856529049131326,10706
static,,,,56,90,5,317,0.02960956473005791,10706
static,,,,66,142,1,281,0.0664931377188831,4226
static,,,,66,49,2,163,0.038570752484619025,4226
static,,,,66,108,3,134,0.03170847136772362,4226
static,,,,66,139,4,127,0.030052058684335067,4226
static,,,,66,133,5,96,0.022716516800757217,4226
static,,,,69,105,1,637,0.5170454545454546,1232
static,,,,69,39,2,146,0.1185064935064935,1232
static,,,,69,125,3,124,0.10064935064935066,1232
static,,,,69,60,4,62,0.05032467532467533,1232
static,,,,69,63,5,41,0.033279220779220776,1232
static,,,,104,2,1,509,0.21288163948138855,2391
static,,,,104,133,2,435,0.18193224592220827,2391
static,,,,104,19,3,389,0.16269343370974487,2391
static,,,,104,117,4,321,0.1342534504391468,2391
static,,,,104,34,5,112,0.04684232538686742,2391
static,,,,109,65,1,59,0.03234649122807018,1824
static,,,,109,107,2,35,0.01918859649122807,1824
static,,,,109,140,3,24,0.013157894736842105,1824
static,,,,109,142,4,14,0.007675438596491228,1824
static,,,,109,106,5,7,0.003837719298245614,1824
static,,,,118,90,1,40,0.013712718546451834,2917
static,,,,118,25,2,14,0.0047994514912581415,2917
static,,,,118,175,3,14,0.0047994514912581415,2917
static,,,,118,129,4,12,0.00411381556393555,2917
static,,,,118,96,5,5,0.0017140898183064792,2917
static,,,,139,133,1,338,0.17733473242392445,1906
static,,,,139,61,2,211,0.11070304302203568,1906
static,,,,139,32,3,194,0.10178384050367262,1906
static,,,,139,153,4,70,0.03672612801678909,1906
static,,,,139,156,5,56,0.02938090241343127,1906
static,,,,164,117,1,255,0.11399195350916407,2237
static,,,,164,138,2,255,0.11399195350916407,2237
static,,,,164,149,3,181,0.0809119356280733,2237
static,,,,164,124,4,72,0.03218596334376397,2237
static,,,,164,83,5,30,0.013410818059901655,2237
static,,,,174,2,1,1242,0.45965951147298295,2702
static,,,,174,93,2,284,0.10510732790525537,2702
static,,,,174,28,3,261,0.09659511472982976,2702
static,,,,174,133,4,224,0.08290155440414508,2702
static,,,,174,117,5,183,0.06772760917838638,2702
best_caps_target_proto,2.0,0.8,0.9,5,14,1,303,0.10441075120606479,2902
best_caps_target_proto,2.0,0.8,0.9,5,6,2,172,0.059269469331495524,2902
best_caps_target_proto,2.0,0.8,0.9,5,124,3,144,0.04962095106822881,2902
best_caps_target_proto,2.0,0.8,0.9,5,151,4,46,0.015851137146795313,2902
best_caps_target_proto,2.0,0.8,0.9,5,177,5,45,0.015506547208821502,2902
best_caps_target_proto,2.0,0.8,0.9,6,5,1,1342,0.5524907369287773,2429
best_caps_target_proto,2.0,0.8,0.9,6,14,2,78,0.03211198023878139,2429
best_caps_target_proto,2.0,0.8,0.9,6,124,3,37,0.015232606010703994,2429
best_caps_target_proto,2.0,0.8,0.9,6,151,4,25,0.01029230135858378,2429
best_caps_target_proto,2.0,0.8,0.9,6,149,5,20,0.008233841086867023,2429
best_caps_target_proto,2.0,0.8,0.9,10,156,1,295,0.20571827057182707,1434
best_caps_target_proto,2.0,0.8,0.9,10,138,2,188,0.13110181311018132,1434
best_caps_target_proto,2.0,0.8,0.9,10,117,3,97,0.06764295676429567,1434
best_caps_target_proto,2.0,0.8,0.9,10,61,4,41,0.028591352859135284,1434
best_caps_target_proto,2.0,0.8,0.9,10,12,5,32,0.022315202231520222,1434
best_caps_target_proto,2.0,0.8,0.9,11,153,1,533,0.26636681659170414,2001
best_caps_target_proto,2.0,0.8,0.9,11,93,2,274,0.13693153423288357,2001
best_caps_target_proto,2.0,0.8,0.9,11,133,3,105,0.05247376311844078,2001
best_caps_target_proto,2.0,0.8,0.9,11,148,4,84,0.041979010494752625,2001
best_caps_target_proto,2.0,0.8,0.9,11,2,5,74,0.03698150924537731,2001
best_caps_target_proto,2.0,0.8,0.9,12,156,1,466,0.1806201550387597,2580
best_caps_target_proto,2.0,0.8,0.9,12,61,2,127,0.04922480620155039,2580
best_caps_target_proto,2.0,0.8,0.9,12,132,3,52,0.020155038759689922,2580
best_caps_target_proto,2.0,0.8,0.9,12,136,4,37,0.01434108527131783,2580
best_caps_target_proto,2.0,0.8,0.9,12,28,5,35,0.013565891472868217,2580
best_caps_target_proto,2.0,0.8,0.9,14,129,1,2317,0.23153792345358248,10007
best_caps_target_proto,2.0,0.8,0.9,14,63,2,643,0.06425502148496053,10007
best_caps_target_proto,2.0,0.8,0.9,14,61,3,623,0.062256420505646046,10007
best_caps_target_proto,2.0,0.8,0.9,14,153,4,491,0.04906565404217048,10007
best_caps_target_proto,2.0,0.8,0.9,14,86,5,274,0.027380833416608373,10007
best_caps_target_proto,2.0,0.8,0.9,26,13,1,86,0.06142857142857143,1400
best_caps_target_proto,2.0,0.8,0.9,26,155,2,46,0.032857142857142856,1400
best_caps_target_proto,2.0,0.8,0.9,26,136,3,44,0.03142857142857143,1400
best_caps_target_proto,2.0,0.8,0.9,26,61,4,30,0.02142857142857143,1400
best_caps_target_proto,2.0,0.8,0.9,26,89,5,17,0.012142857142857143,1400
best_caps_target_proto,2.0,0.8,0.9,28,49,1,1244,0.106007669365147,11735
best_caps_target_proto,2.0,0.8,0.9,28,142,2,870,0.07413719642096293,11735
best_caps_target_proto,2.0,0.8,0.9,28,158,3,545,0.04644226672347678,11735
best_caps_target_proto,2.0,0.8,0.9,28,117,4,399,0.034000852151683,11735
best_caps_target_proto,2.0,0.8,0.9,28,95,5,302,0.025734980826587133,11735
best_caps_target_proto,2.0,0.8,0.9,38,125,1,32,0.34782608695652173,92
best_caps_target_proto,2.0,0.8,0.9,38,133,2,6,0.06521739130434782,92
best_caps_target_proto,2.0,0.8,0.9,38,105,3,5,0.05434782608695652,92
best_caps_target_proto,2.0,0.8,0.9,38,128,4,4,0.043478260869565216,92
best_caps_target_proto,2.0,0.8,0.9,38,156,5,4,0.043478260869565216,92
best_caps_target_proto,2.0,0.8,0.9,47,177,1,12,0.35294117647058826,34
best_caps_target_proto,2.0,0.8,0.9,47,6,2,11,0.3235294117647059,34
best_caps_target_proto,2.0,0.8,0.9,47,14,3,4,0.11764705882352941,34
best_caps_target_proto,2.0,0.8,0.9,47,151,4,3,0.08823529411764706,34
best_caps_target_proto,2.0,0.8,0.9,47,117,5,2,0.058823529411764705,34
best_caps_target_proto,2.0,0.8,0.9,48,6,1,1644,0.550569323509712,2986
best_caps_target_proto,2.0,0.8,0.9,48,177,2,1304,0.43670462156731416,2986
best_caps_target_proto,2.0,0.8,0.9,48,14,3,34,0.011386470194239785,2986
best_caps_target_proto,2.0,0.8,0.9,48,5,4,2,0.0006697923643670462,2986
best_caps_target_proto,2.0,0.8,0.9,48,83,5,1,0.0003348961821835231,2986
best_caps_target_proto,2.0,0.8,0.9,56,96,1,4076,0.3807210909770222,10706
best_caps_target_proto,2.0,0.8,0.9,56,165,2,3967,0.37053988417709693,10706
best_caps_target_proto,2.0,0.8,0.9,56,14,3,809,0.07556510368017934,10706
best_caps_target_proto,2.0,0.8,0.9,56,170,4,547,0.05109284513356996,10706
best_caps_target_proto,2.0,0.8,0.9,56,90,5,330,0.0308238371006912,10706
best_caps_target_proto,2.0,0.8,0.9,66,142,1,284,0.06720302886890676,4226
best_caps_target_proto,2.0,0.8,0.9,66,49,2,163,0.038570752484619025,4226
best_caps_target_proto,2.0,0.8,0.9,66,108,3,134,0.03170847136772362,4226
best_caps_target_proto,2.0,0.8,0.9,66,139,4,112,0.026502602934216753,4226
best_caps_target_proto,2.0,0.8,0.9,66,86,5,102,0.024136299100804542,4226
best_caps_target_proto,2.0,0.8,0.9,69,105,1,630,0.5113636363636364,1232
best_caps_target_proto,2.0,0.8,0.9,69,125,2,143,0.11607142857142858,1232
best_caps_target_proto,2.0,0.8,0.9,69,39,3,133,0.10795454545454546,1232
best_caps_target_proto,2.0,0.8,0.9,69,60,4,59,0.04788961038961039,1232
best_caps_target_proto,2.0,0.8,0.9,69,63,5,55,0.044642857142857144,1232
best_caps_target_proto,2.0,0.8,0.9,104,2,1,685,0.2864910079464659,2391
best_caps_target_proto,2.0,0.8,0.9,104,19,2,459,0.191969887076537,2391
best_caps_target_proto,2.0,0.8,0.9,104,133,3,421,0.17607695524884986,2391
best_caps_target_proto,2.0,0.8,0.9,104,34,4,124,0.05186114596403179,2391
best_caps_target_proto,2.0,0.8,0.9,104,117,5,117,0.04893350062735257,2391
best_caps_target_proto,2.0,0.8,0.9,109,65,1,59,0.03234649122807018,1824
best_caps_target_proto,2.0,0.8,0.9,109,107,2,36,0.019736842105263157,1824
best_caps_target_proto,2.0,0.8,0.9,109,140,3,29,0.015899122807017545,1824
best_caps_target_proto,2.0,0.8,0.9,109,106,4,10,0.005482456140350877,1824
best_caps_target_proto,2.0,0.8,0.9,109,142,5,9,0.004934210526315789,1824
best_caps_target_proto,2.0,0.8,0.9,118,90,1,34,0.011655810764484058,2917
best_caps_target_proto,2.0,0.8,0.9,118,129,2,15,0.005142269454919438,2917
best_caps_target_proto,2.0,0.8,0.9,118,25,3,13,0.004456633527596846,2917
best_caps_target_proto,2.0,0.8,0.9,118,175,4,10,0.0034281796366129585,2917
best_caps_target_proto,2.0,0.8,0.9,118,96,5,5,0.0017140898183064792,2917
best_caps_target_proto,2.0,0.8,0.9,139,133,1,327,0.17156348373557187,1906
best_caps_target_proto,2.0,0.8,0.9,139,61,2,229,0.12014690451206715,1906
best_caps_target_proto,2.0,0.8,0.9,139,32,3,181,0.09496327387198321,1906
best_caps_target_proto,2.0,0.8,0.9,139,141,4,83,0.04354669464847849,1906
best_caps_target_proto,2.0,0.8,0.9,139,153,5,62,0.03252885624344176,1906
best_caps_target_proto,2.0,0.8,0.9,164,117,1,261,0.1166741171211444,2237
best_caps_target_proto,2.0,0.8,0.9,164,138,2,188,0.08404112650871703,2237
best_caps_target_proto,2.0,0.8,0.9,164,149,3,173,0.0773357174787662,2237
best_caps_target_proto,2.0,0.8,0.9,164,124,4,73,0.03263299061242736,2237
best_caps_target_proto,2.0,0.8,0.9,164,83,5,29,0.012963790791238265,2237
best_caps_target_proto,2.0,0.8,0.9,174,2,1,1353,0.500740192450037,2702
best_caps_target_proto,2.0,0.8,0.9,174,28,2,293,0.10843819393042191,2702
best_caps_target_proto,2.0,0.8,0.9,174,133,3,216,0.07994078460399703,2702
best_caps_target_proto,2.0,0.8,0.9,174,93,4,195,0.07216876387860843,2702
best_caps_target_proto,2.0,0.8,0.9,174,117,5,146,0.0540340488527017,2702
