class,group,reference_support,target_support,accepted_updates,static_f1,best_caps_f1,delta_f1,static_recall,best_caps_recall,delta_recall
17,other,10007,11892,2541,0.9137916419428669,0.9129677611179544,-0.0008238808249124707,0.9064917591658258,0.9037167843928692,-0.0027749747729566288
18,other,21926,43004,36864,0.9259101887467573,0.91875566962409,-0.007154519122667291,0.9627709050320901,0.965607850432518,0.0028369454004278927
19,other,13185,29160,10746,0.7123345563516914,0.7051503629450397,-0.007184193406651662,0.6358367626886146,0.6296296296296297,-0.006207133058984904
20,other,1281,2388,1036,0.6982817869415807,0.6650414431984398,-0.03324034374314089,0.8509212730318257,0.8567839195979899,0.005862646566164198
21,other,2620,3959,3024,0.8938087269918908,0.9058659571772456,0.012057230185354761,0.8769891386713816,0.9030058095478656,0.02601667087648396
22,other,4636,1178,636,0.7546571541815299,0.7589424572317263,0.004285303050196365,0.8081494057724957,0.8285229202037352,0.02037351443123947
23,other,12840,8236,5753,0.9121740147351187,0.9131629729255599,0.0009889581904412026,0.9470616804273919,0.9480330257406508,0.0009713453132589311
24,other,10253,12024,7879,0.8894615247911853,0.891659350307287,0.0021978255161017035,0.8325016633399867,0.8446440452428476,0.012142381902860988
25,other,54557,46993,21801,0.8876967479587566,0.8860421955329906,-0.0016545524257660649,0.8803013214734109,0.8838550422403336,0.00355372076692273
26,bad,2293,1400,312,0.5640875912408759,0.6439894319682959,0.07990184072742001,0.69,0.6964285714285714,0.00642857142857145
27,other,19386,10235,8980,0.9511084421758494,0.9516402432944461,0.0005318011185966309,0.9284807034684904,0.932486565705911,0.00400586223742061
28,bad,16366,11735,1682,0.54149063787618,0.5437490228776903,0.0022583850015103213,0.4423519386450788,0.4445675330208777,0.0022155943757988794
29,other,29653,34921,13448,0.7645420933311018,0.7666666666666667,0.0021245733355649277,0.7194524784513616,0.7370063858423298,0.017553907390968182
30,other,8131,991,241,0.4611906556141673,0.46037735849056605,-0.000813297123601231,0.3087790110998991,0.3077699293642785,-0.0010090817356205872
31,other,7973,1938,1287,0.8363944617123481,0.8282602624965093,-0.0081341992158388,0.7636738906088751,0.7652218782249742,0.001547987616099089
32,other,2331,1783,161,0.40881658357386513,0.40767263427109973,-0.0011439493027654013,0.4369040942232193,0.44699943914750423,0.010095344924284932
33,other,204,124,28,0.4745762711864407,0.49206349206349204,0.017487220877051346,0.45161290322580644,0.5,0.04838709677419356
34,other,588,1682,182,0.5831485587583148,0.5934545454545455,0.010305986696230618,0.4690844233055886,0.48513674197384066,0.016052318668252075
35,other,875,2194,1893,0.9439514245679589,0.9426573426573427,-0.001294081910616196,0.9211485870556062,0.9216043755697356,0.00045578851412941823
36,other,826,2648,2163,0.9322803553800593,0.9347227683837986,0.0024424130037393743,0.8916163141993958,0.8976586102719033,0.0060422960725075026
37,other,1989,1115,910,0.9261682242990654,0.9242990654205607,-0.0018691588785046953,0.8887892376681614,0.8869955156950673,-0.0017937219730941312
38,bad,77,92,29,0.32679738562091504,0.3225806451612903,-0.004216740459624724,0.2717391304347826,0.2717391304347826,0.0
39,other,4388,4329,1896,0.9045624363183516,0.9012485811577753,-0.003313855160576362,0.9228459228459228,0.917070917070917,-0.0057750057750057815
40,other,2334,981,478,0.7384806973848069,0.7354596622889306,-0.0030210350958763676,0.6044852191641182,0.599388379204893,-0.0050968399592252744
41,other,2121,2408,791,0.6373721992603872,0.6319385140905209,-0.005433685169866309,0.6083887043189369,0.6146179401993356,0.006229235880398698
42,other,1839,2235,145,0.3600128576020572,0.4002411091018686,0.04022825149981141,0.2505592841163311,0.2970917225950783,0.04653243847874722
43,other,2042,2062,372,0.77207582061951,0.7618181818181818,-0.010257638801328128,0.8098933074684772,0.8128031037827352,0.0029097963142580285
44,stable,2910,1081,1014,0.9708920187793427,0.9695550351288056,-0.001336983650537138,0.9565217391304348,0.9574468085106383,0.0009250693802035359
45,other,2192,1536,13,0.7312714776632302,0.7249303621169917,-0.006341115546238507,0.6927083333333334,0.677734375,-0.01497395833333337
46,other,9798,11714,2367,0.6586663150028572,0.6688572471705002,0.010190932167642996,0.6395765750384156,0.6255762335666724,-0.014000341471743227
47,bad,3839,34,0,0.0,0.0,0.0,0.0,0.0,0.0
48,bad,5001,2986,3,0.0,0.0,0.0,0.0,0.0,0.0
49,other,40220,42912,19230,0.8404679479527277,0.8421507233858778,0.0016827754331500966,0.8203532811334825,0.8179530201342282,-0.002400260999254278
50,other,4546,3110,95,0.1797752808988764,0.19443037974683544,0.014655098847959042,0.11318327974276528,0.12347266881028938,0.010289389067524107
51,other,21842,16876,6541,0.8763914271473666,0.9011583231351566,0.024766895987790027,0.9377222090542783,0.938136999288931,0.0004147902346527399
52,other,2301,2218,871,0.6396160558464223,0.6369237306139792,-0.0026923252324431157,0.6609558160504959,0.675834084761046,0.014878268710550091
53,other,9775,11906,5356,0.9102525876389658,0.9195441988950276,0.009291611256061816,0.8974466655467831,0.8946749538048043,-0.0027717117419787662
54,other,6663,6595,162,0.3391060145097122,0.39048254391816767,0.051376529408455496,0.21971190295678544,0.266262319939348,0.04655041698256257
55,other,8193,5643,394,0.7377630121816169,0.8673529994060583,0.12958998722444137,0.5902888534467482,0.7763600921495658,0.1860712387028176
56,bad,10094,10706,29,0.001854771399425021,0.0018521948508983144,-2.576548526706489e-06,0.0009340556697179152,0.0009340556697179152,0.0
57,stable,3065,2065,1422,0.9895707009459132,0.991030303030303,0.0014596020843898883,0.9878934624697336,0.9898305084745763,0.0019370460048426796
58,other,2286,2316,2296,0.997196463230537,0.997196463230537,0.0,0.998272884283247,0.998272884283247,0.0
59,stable,13724,8856,8741,0.9888609012034705,0.9880339968687094,-0.0008269043347610694,0.9974028906955736,0.9976287262872628,0.0002258355916892052
60,other,49622,59907,18806,0.8919610334603981,0.8869058705995903,-0.005055162860807871,0.8788288513863155,0.874321865558282,-0.0045069858280335495
61,other,19676,22920,10938,0.6762557002991124,0.6706213326902982,-0.005634367608814195,0.9025741710296684,0.9100349040139616,0.0074607329842931724
62,stable,15549,24087,19942,0.9491817398794143,0.9436513593320436,-0.005530380547370761,0.960767218831735,0.9618881554365425,0.0011209366048074987
63,other,11152,12148,4576,0.655135224821636,0.6427540878486695,-0.0123811369729665,0.6500658544616398,0.6601086598617056,0.010042805400065857
64,stable,2437,4110,1780,0.8626190181773217,0.8613409062847265,-0.0012781118925951906,0.848661800486618,0.848661800486618,0.0
65,other,3145,3253,2308,0.9237479320198526,0.9193403298350824,-0.00440760218477021,0.9440516446357209,0.942514601905933,-0.0015370427297879408
66,bad,5149,4226,1224,0.6570540005654509,0.6514920194309507,-0.005561981134500238,0.5499290108849977,0.5553715097018457,0.005442498816847996
67,other,854,4304,0,0.23139499849352216,0.30697546937097436,0.0755804708774522,0.17843866171003717,0.26022304832713755,0.08178438661710039
68,other,7271,3689,2706,0.5341475172746264,0.4942808648808206,-0.03986665239380577,0.9010571970723773,0.9078341013824884,0.0067769043101111315
69,bad,879,1232,21,0.019569471624266144,0.02875,0.009180528375733858,0.012175324675324676,0.018668831168831168,0.006493506493506492
70,other,2642,1735,443,0.5292122125895213,0.5240174672489083,-0.005194745340613038,0.4046109510086455,0.414985590778098,0.010374639769452465
71,other,149408,63797,11499,0.7521605877648091,0.7560116188292553,0.0038510310644461754,0.8328448046146371,0.842453406900011,0.009608602285373968
72,other,17880,10327,2311,0.4930232558139535,0.4887247111378377,-0.00429854467611579,0.5491430231432168,0.550886026919725,0.0017430037765081563
73,other,29211,13787,11414,0.8913348289399888,0.8938386676718525,0.0025038387318636612,0.922173061579749,0.945963588888083,0.023790527308333975
74,other,9210,3353,858,0.5113655218184835,0.5010292953285828,-0.010336226489900735,0.4595884282731882,0.4718162839248434,0.01222785565165524
75,other,28060,11581,2012,0.42778844802548366,0.431203412873283,0.003414964847799351,0.39426647094378725,0.3971159658060617,0.0028494948622744265
76,stable,10523,4405,2293,0.8830723511258429,0.8878397052049747,0.004767354079131758,0.8769580022701475,0.8751418842224744,-0.001816118047673121
77,other,81932,27623,2988,0.7178694089055816,0.7162492862386818,-0.0016201226668998148,0.6469608659450458,0.6357383339970315,-0.011222531948014258
78,other,48009,16173,9092,0.7869276102234408,0.7872454617205998,0.0003178514971590163,0.7719656217152043,0.7709144871081433,-0.0010511346070610772
79,other,25102,12335,3273,0.7627633069082673,0.770896691549166,0.008133384640898633,0.6825293879205513,0.6781516011349817,-0.0043777867855695485
80,other,6096,1260,125,0.3552,0.35,-0.005200000000000038,0.2642857142857143,0.2722222222222222,0.007936507936507908
81,other,7217,3661,2850,0.9236712401758359,0.9197177473039542,-0.003953492871881736,0.9470090139306201,0.9434580715651462,-0.0035509423654739303
82,other,79609,35248,6298,0.7601477955582439,0.761999390591259,0.0018515950330151298,0.820046527462551,0.8159044484793464,-0.004142078983204622
83,other,24502,32633,17278,0.9395424088404536,0.9393686320360781,-0.0001737768043754695,0.9431557012839763,0.9478748506113444,0.004719149327368055
84,other,2397,1777,1616,0.9511309690030718,0.9458264234383638,-0.005304545564708052,0.9583567810917276,0.9628587507034327,0.0045019696117051256
85,other,2080,1115,742,0.844179651695692,0.8484577559231113,0.004278104227419366,0.8260089686098655,0.8511210762331839,0.02511210762331839
86,other,27759,52904,14596,0.8646788542379509,0.8572137722886303,-0.007465081949320607,0.8359292303039467,0.8160252532889762,-0.019903977014970486
87,other,11231,7329,5569,0.9292328042328042,0.9273890391083559,-0.0018437651244482822,0.9585209441942967,0.9593396097694092,0.0008186655751125649
88,other,204,229,15,0.2659974905897114,0.275,0.009002509410288628,0.462882096069869,0.48034934497816595,0.01746724890829693
89,other,486,613,280,0.7933884297520661,0.7948094079480941,0.0014209781960279333,0.7830342577487766,0.799347471451876,0.01631321370309946
90,other,7635,6090,3750,0.894749234753944,0.8907602339181286,-0.003989000835815326,0.9359605911330049,0.9379310344827586,0.0019704433497537144
91,other,4262,3610,2468,0.9225031081641111,0.9204963861993727,-0.0020067219647383894,0.9249307479224377,0.9349030470914127,0.009972299168975018
92,other,2288,1810,1436,0.9059334298118669,0.8997414536052858,-0.0061919762065810735,0.8646408839779005,0.8651933701657458,0.0005524861878453136
93,other,34812,34838,18939,0.8505818202259824,0.8510312999900904,0.0004494797641080295,0.8686491761869223,0.8627935013491016,-0.005855674837820679
94,stable,633,350,26,0.563165905631659,0.601123595505618,0.03795768987395898,0.5285714285714286,0.6114285714285714,0.08285714285714285
95,other,50223,4023,3463,0.9087117701575533,0.9037974683544304,-0.004914301803122911,0.974894357444693,0.9761372110365399,0.0012428535918469485
96,other,55119,61021,30827,0.7524926007374461,0.7560844504354011,0.0035918496979550074,0.7458088199144557,0.7491519313023386,0.003343111387882902
97,other,41580,45643,25071,0.8072954380883418,0.8205271013879297,0.013231663299587915,0.7816313563963806,0.8069364415134851,0.025305085117104498
98,stable,63298,59567,55739,0.9943593197507998,0.9943778615674657,1.8541816665829103e-05,0.9914046367955411,0.9917236053519566,0.0003189685564154443
99,stable,23955,27230,23315,0.9324001616517874,0.9272843684258666,-0.005115793225920817,0.9320235034887991,0.930774880646346,-0.0012486228424531953
100,other,30504,27178,9928,0.7739183169869717,0.7677013934133372,-0.006216923573634459,0.6808448009419383,0.6720141290749871,-0.00883067186695119
101,other,60629,55343,12292,0.6922709089000595,0.7354800897174352,0.04320918081737568,0.5362557143631534,0.589541586108451,0.05328587174529753
102,other,79891,56050,33563,0.9240354064524693,0.9199874230489177,-0.004047983403551614,0.9936306868867083,0.9918465655664586,-0.001784121320249743
103,other,1787,2918,921,0.5127917833800186,0.5728403475890271,0.060048564209008504,0.4705277587388622,0.5760795065113091,0.10555174777244691
104,bad,3363,2391,33,0.018309859154929577,0.018779342723004695,0.0004694835680751179,0.010874111250522794,0.011710581346716854,0.0008364700961940603
105,other,4895,4902,429,0.42561375721235434,0.4180517082179132,-0.0075620489944411284,0.38372093023255816,0.3694410444716442,-0.014279885760913935
106,other,3993,2736,1760,0.9409647228221742,0.9371305749596991,-0.003834147862475157,0.9554093567251462,0.956140350877193,0.0007309941520468044
107,stable,3873,3189,2941,0.9546423135464231,0.9503695881731784,-0.004272725373244746,0.9833803700219504,0.9877704609595485,0.004390090937598012
108,other,11663,5587,2261,0.7448181462651545,0.7504869497467861,0.005668803481631568,0.6817612314301056,0.6896366565240737,0.007875425093968103
109,bad,1867,1824,1449,0.9311123658949746,0.9319785492520463,0.0008661833570716704,0.9040570175438597,0.9051535087719298,0.0010964912280700956
110,other,9808,8030,2852,0.8098278902876604,0.8168117682377665,0.006983877950106021,0.8291407222914072,0.8470734744707348,0.01793275217932755
111,other,2817,2242,388,0.464539820977737,0.4603455914931325,-0.004194229484604517,0.4513826940231936,0.46342551293487955,0.01204281891168596
112,other,3822,1706,475,0.7506456241032998,0.7618506954300313,0.01120507132673143,0.7667057444314185,0.7866354044548651,0.01992966002344665
113,stable,5042,4746,4242,0.9892563724457553,0.989041095890411,-0.00021527655534425705,0.989464812473662,0.9888327012220818,-0.0006321112515802474
114,other,3329,820,804,0.9656419529837251,0.9645645645645645,-0.0010773884191606076,0.9768292682926829,0.9792682926829268,0.0024390243902439046
115,other,22978,21104,7666,0.8447537741281326,0.8429954712637926,-0.0017583028643399778,0.7994219105382866,0.7982373009855952,-0.0011846095526913958
116,other,4023,4100,2114,0.8976824457593688,0.8990307937676358,0.0013483480082669974,0.8880487804878049,0.8936585365853659,0.005609756097560981
117,other,84936,83533,9378,0.6839870910188125,0.6982102809902818,0.014223189971469319,0.7801946536099506,0.7603222678462405,-0.019872385763710088
118,bad,3760,2917,2408,0.8780871480257983,0.8788591129916941,0.0007719649658957106,0.9568049365786767,0.9612615701062736,0.004456633527596843
119,stable,2846,2621,1556,0.8697739547909582,0.8719984123834094,0.0022244575924511567,0.8294544067149943,0.8382296833269745,0.008775276611980187
120,other,2918,2381,602,0.8208578637510513,0.8248035676364408,0.0039457038853895066,0.8198236035279295,0.8156236875262495,-0.004199916001680015
121,other,2543,205,17,0.012738853503184714,0.012084592145015106,-0.0006542613581696083,0.00975609756097561,0.00975609756097561,0.0
122,other,61426,57235,24602,0.8503035839019935,0.8486992790111134,-0.0016043048908800372,0.8294749716082817,0.8319210273434088,0.0024460557351271284
123,other,3393,8886,546,0.4480365605958023,0.31188618632400184,-0.1361503742718005,0.2978843124015305,0.19119963988296196,-0.10668467251856856
124,other,30492,24809,10202,0.884305574892102,0.8786576228409181,-0.005647952051183958,0.8960860977870934,0.8981014954250474,0.0020153976379539973
125,other,3522,3524,1750,0.6796758370654724,0.6642305282940071,-0.015445308771465327,0.9043700340522134,0.9026674233825198,-0.0017026106696935717
126,other,2112,807,396,0.7575945443273404,0.7452657299938913,-0.012328814333449123,0.7571251548946716,0.7558859975216853,-0.0012391573729862992
127,other,3002,8546,2144,0.7859187922956793,0.796055580457194,0.010136788161514754,0.7066463842733443,0.7273578282237304,0.020711443950386155
128,stable,2342,4543,2502,0.9343143527404564,0.9328659443382197,-0.0014484084022367005,0.964340744001761,0.9665419326436275,0.0022011886418665805
129,other,44177,31048,19836,0.885895257222308,0.8849384705991755,-0.0009567866231324773,0.923473331615563,0.9195117237825303,-0.0039616078330326765
130,stable,7092,6353,2848,0.813375250071449,0.8178038990825688,0.004428649011119834,0.8959546670864159,0.8980009444356997,0.002046277349283754
131,stable,30533,26225,21100,0.9195812068447914,0.9212096353195615,0.0016284284747700717,0.9344137273593899,0.9420400381315539,0.007626310772164024
132,stable,23157,18623,12829,0.9046249170170392,0.9045095766407242,-0.0001153403763149985,0.8780540192235408,0.8799334156687967,0.0018793964452559209
133,other,54110,46808,19872,0.8495926957076033,0.8470388127213765,-0.0025538829862268297,0.9681251068193472,0.9681464706887711,2.1363869423973725e-05
134,other,10738,8353,5099,0.9550484094052559,0.9578831821595701,0.0028347727543142076,0.991978929725847,0.9924577995929607,0.00047886986711365154
135,other,3069,2978,91,0.4465419039869813,0.46547578151837854,0.018933877531397247,0.46071188717259903,0.45500335795836133,-0.005708529214237701
136,other,22342,17861,5243,0.8094508736101657,0.823166109879004,0.013715236268838304,0.798891439449079,0.8208386988410503,0.021947259391971286
137,other,4089,600,0,0.445662100456621,0.41950321987120515,-0.026158880585415878,0.4066666666666667,0.38,-0.026666666666666672
138,other,43631,17872,1269,0.6118347599553405,0.6256913414367403,0.013856581481399788,0.5519247985675918,0.5602059086839749,0.008281110116383106
139,bad,2846,1906,104,0.18893887271765017,0.17103153393907003,-0.01790733877858014,0.18730325288562436,0.16789087093389296,-0.019412381951731394
140,other,71932,39024,8937,0.7658331666333267,0.7639623320058073,-0.0018708346275193577,0.7357779827798278,0.7348810988109881,-0.0008968839688396901
141,other,2022,1846,369,0.6236994219653179,0.6294498381877023,0.005750416222384369,0.5845070422535211,0.6321776814734561,0.047670639219934974
142,other,62604,27783,5988,0.7078930807194197,0.7010774075915797,-0.006815673127840038,0.7692473814922794,0.761184897239319,-0.008062484252960411
143,other,4384,4318,516,0.4748677248677249,0.48045430533544636,0.00558658046772148,0.41570171375636866,0.421259842519685,0.00555812876331635
144,stable,3642,2456,2082,0.9804968179018682,0.9800862245945391,-0.00041059330732906574,0.9723127035830619,0.9719055374592834,-0.0004071661237784463
145,stable,2224,1504,1491,0.9933377748167888,0.9933422103861518,4.435569363026026e-06,0.9913563829787234,0.9920212765957447,0.0006648936170212671
146,other,4793,5568,2651,0.8601588418618679,0.8813258360461675,0.02116699418429968,0.7683189655172413,0.8022629310344828,0.03394396551724144
147,other,2203,801,18,0.23741007194244604,0.24890446976336547,0.011494397820919433,0.1647940074906367,0.1772784019975031,0.01248439450686642
148,other,6812,5342,3340,0.8454461821527139,0.8409939018840448,-0.004452280268669173,0.8601647323099962,0.8648446274803444,0.0046798951703481695
149,other,74194,56482,5264,0.6771476105384541,0.6841442990992622,0.006996688560808151,0.6809780106936724,0.6690095959774796,-0.01196841471619281
150,other,2305,1195,503,0.6769073220686124,0.6956521739130435,0.018744851844431087,0.5531380753138075,0.5824267782426779,0.029288702928870314
151,other,2021,2077,746,0.7927653083460449,0.7827017769214301,-0.010063531424614802,0.8757823784304285,0.8801155512758787,0.004333172845450206
152,other,1673,618,428,0.9511609287429944,0.9529880478087649,0.0018271190657704883,0.9611650485436893,0.9676375404530745,0.006472491909385147
153,other,70973,90325,18252,0.8333115988456152,0.8254443813098702,-0.007867217535745041,0.8135732078605037,0.7961140326598395,-0.0174591752006642
154,other,2978,3149,273,0.5926331145149526,0.5991653057521321,0.006532191237179519,0.51603683709114,0.5242934264845983,0.008256589393458302
155,other,11183,9885,1574,0.6674182638105975,0.668925990530775,0.0015077267201774047,0.6887202832574608,0.678907435508346,-0.00981284774911484
156,other,32897,24907,10641,0.8191609244240823,0.8157759128386337,-0.003385011585448572,0.8901513630706227,0.8898301682258,-0.0003211948448227364
157,other,2075,1745,1154,0.5124229775392566,0.46730632551528073,-0.045116652023975856,0.7386819484240688,0.7535816618911175,0.01489971346704877
158,other,12544,11346,4524,0.7712810261535898,0.7750228804393045,0.0037418542857146075,0.8161466596157236,0.8209941829719725,0.0048475233562488285
159,other,3182,2457,352,0.4241307851715404,0.43980738362760835,0.015676598456067947,0.37484737484737485,0.3903133903133903,0.015466015466015448
160,other,1553,2407,923,0.6225644248900063,0.6053853296193129,-0.01717909527069339,0.8230162027420025,0.8126298296634815,-0.010386373078520972
161,other,3031,929,703,0.9091967403958091,0.9099360836722835,0.0007393432764744023,0.8406889128094726,0.8428417653390743,0.0021528525296017342
162,other,486,255,46,0.5107212475633528,0.4810126582278481,-0.029708589335504687,0.5137254901960784,0.5215686274509804,0.007843137254902044
163,other,3156,2116,23,0.06549465701482247,0.06307850531367844,-0.002416151701144037,0.04489603024574669,0.043478260869565216,-0.0014177693761814741
164,bad,3315,2237,550,0.24369822748730738,0.27544226745291994,0.031744039965612564,0.6115333035315155,0.6472954850245864,0.03576218149307098
165,other,5176,6592,7966,0.7620214752567693,0.7578800719800314,-0.004141403276737954,0.9904429611650486,0.9902912621359223,-0.0001516990291262621
166,other,2317,3035,151,0.5394108280254777,0.5226816539542353,-0.016729174071242414,0.4464579901153213,0.428995057660626,-0.017462932454695268
167,other,668,125,15,0.14016172506738545,0.1409921671018277,0.0008304420344422414,0.208,0.216,0.008000000000000007
168,other,3924,4172,1055,0.7462588028169014,0.7505316172355904,0.004272814418688986,0.8127996164908916,0.8036912751677853,-0.00910834132310634
169,other,2891,2044,399,0.863400316098442,0.8765177548682703,0.013117438769828293,0.9354207436399217,0.9359099804305284,0.0004892367906067507
170,other,3774,3079,1257,0.6647194465795542,0.671437461107654,0.006718014528099836,0.7021760311789542,0.7008769080870413,-0.0012991230919129348
171,other,7082,7488,1539,0.6967254408060454,0.6947922686701342,-0.0019331721359111542,0.7387820512820513,0.7224893162393162,-0.016292735042735096
172,other,7688,8866,2638,0.7641271745650869,0.8103617377257255,0.046234563160638564,0.7183622828784119,0.7921272276110985,0.07376494473268669
173,other,4960,1393,601,0.7361853832442068,0.7644754026991728,0.02829001945496601,0.592964824120603,0.6302943287867911,0.03732950466618812
174,bad,4246,2702,3,0.0,0.0,0.0,0.0,0.0,0.0
175,other,50628,36003,6938,0.6323935166767193,0.6266701258269555,-0.00572339084976381,0.6843596366969419,0.6709163125295114,-0.013443324167430437
176,other,4309,3404,1519,0.5983471074380166,0.5976694649793259,-0.0006776424586906193,0.6912455934195064,0.7006462984723855,0.009400705052879044
177,other,1540,1613,1134,0.5935150375939849,0.5996750986307728,0.0061600610367879005,0.7830130192188469,0.800991940483571,0.017978921264724113
